date,product_id,product_name,category,units_sold,revenue,average_price,promotion_active,promotion_type,discount_pct,marketing_spend,temperature_c,rainfall_mm,footfall_index,festival,festival_intensity,holiday,competitor_promo,stock_available,stockout_flag,day_of_week,weekend,month,season
2025-05-04,CONE-L,Large Cone Pack,Cone Packs,94,73.06,0.79,0,None,0.0,0.0,35.2,0.0,121.0,None,0.0,0,1,212,0,6,1,5,Summer
2025-05-05,CONE-L,Large Cone Pack,Cone Packs,78,60.97,0.79,0,None,0.0,0.0,34.3,0.6,104.6,None,0.0,0,0,251,0,0,0,5,Summer
2025-05-06,CONE-L,Large Cone Pack,Cone Packs,48,39.4,0.79,0,None,0.0,0.0,33.6,0.4,113.0,None,0.0,0,0,226,1,1,0,5,Summer
2025-05-07,CONE-L,Large Cone Pack,Cone Packs,79,63.39,0.79,0,None,0.0,0.0,35.6,1.3,106.7,None,0.0,0,0,116,0,2,0,5,Summer
2025-05-08,CONE-L,Large Cone Pack,Cone Packs,74,58.81,0.79,0,None,0.0,0.0,30.9,0.5,104.7,None,0.0,0,0,220,0,3,0,5,Summer
2025-05-09,CONE-L,Large Cone Pack,Cone Packs,74,58.66,0.79,0,None,0.0,0.0,32.0,1.5,101.7,None,0.0,0,0,151,0,4,0,5,Summer
2025-05-10,CONE-L,Large Cone Pack,Cone Packs,89,70.46,0.79,0,None,0.0,0.0,31.5,1.3,119.2,None,0.0,0,0,242,0,5,1,5,Summer
2025-05-11,CONE-L,Large Cone Pack,Cone Packs,102,73.4,0.79,1,Loyalty Offer,7.0,1296.87,32.5,0.2,122.4,None,0.0,0,0,219,0,6,1,5,Summer
2025-05-12,CONE-L,Large Cone Pack,Cone Packs,65,51.0,0.79,0,None,0.0,0.0,30.8,0.0,109.2,None,0.0,0,0,202,0,0,0,5,Summer
2025-05-13,CONE-L,Large Cone Pack,Cone Packs,86,68.0,0.79,0,None,0.0,0.0,34.5,0.2,119.0,None,0.0,0,0,240,0,1,0,5,Summer
2025-05-14,CONE-L,Large Cone Pack,Cone Packs,75,58.86,0.79,0,None,0.0,0.0,33.0,1.9,115.0,None,0.0,0,0,238,0,2,0,5,Summer
2025-05-15,CONE-L,Large Cone Pack,Cone Packs,72,56.58,0.79,0,None,0.0,0.0,30.8,0.0,106.2,None,0.0,0,0,114,0,3,0,5,Summer
2025-05-16,CONE-L,Large Cone Pack,Cone Packs,68,55.45,0.79,0,None,0.0,0.0,31.7,2.3,106.2,None,0.0,0,0,203,0,4,0,5,Summer
2025-05-17,CONE-L,Large Cone Pack,Cone Packs,108,79.21,0.79,1,Loyalty Offer,7.0,1298.58,34.1,0.2,120.1,None,0.0,0,1,150,0,5,1,5,Summer
2025-05-18,CONE-L,Large Cone Pack,Cone Packs,95,70.1,0.79,1,Loyalty Offer,7.0,1298.58,35.1,0.6,113.5,None,0.0,0,0,266,0,6,1,5,Summer
2025-05-19,CONE-L,Large Cone Pack,Cone Packs,87,64.16,0.79,1,Loyalty Offer,7.0,1298.58,37.3,0.9,113.5,None,0.0,0,0,207,0,0,0,5,Summer
2025-05-20,CONE-L,Large Cone Pack,Cone Packs,75,59.7,0.79,0,None,0.0,0.0,39.0,0.0,109.4,None,0.0,0,0,125,0,1,0,5,Summer
2025-05-21,CONE-L,Large Cone Pack,Cone Packs,76,59.71,0.79,0,None,0.0,0.0,34.5,0.1,108.8,None,0.0,0,0,142,0,2,0,5,Summer
2025-05-22,CONE-L,Large Cone Pack,Cone Packs,75,60.14,0.79,0,None,0.0,0.0,32.0,0.1,110.9,None,0.0,0,0,238,0,3,0,5,Summer
2025-05-23,CONE-L,Large Cone Pack,Cone Packs,65,51.61,0.79,0,None,0.0,0.0,30.0,1.2,116.1,None,0.0,0,0,188,0,4,0,5,Summer
2025-05-24,CONE-L,Large Cone Pack,Cone Packs,91,70.75,0.79,0,None,0.0,0.0,34.4,1.0,118.3,None,0.0,0,0,147,0,5,1,5,Summer
2025-05-25,CONE-L,Large Cone Pack,Cone Packs,90,70.95,0.79,0,None,0.0,0.0,32.5,0.3,116.8,None,0.0,0,0,241,0,6,1,5,Summer
2025-05-26,CONE-L,Large Cone Pack,Cone Packs,82,64.58,0.79,0,None,0.0,0.0,33.2,1.6,114.8,None,0.0,0,0,216,0,0,0,5,Summer
2025-05-27,CONE-L,Large Cone Pack,Cone Packs,76,59.8,0.79,0,None,0.0,0.0,32.9,2.1,112.1,None,0.0,0,0,108,0,1,0,5,Summer
2025-05-28,CONE-L,Large Cone Pack,Cone Packs,72,57.14,0.79,0,None,0.0,0.0,33.8,2.7,105.6,None,0.0,0,0,137,0,2,0,5,Summer
2025-05-29,CONE-L,Large Cone Pack,Cone Packs,70,55.62,0.79,0,None,0.0,0.0,36.0,0.2,107.1,None,0.0,0,0,225,0,3,0,5,Summer
2025-05-30,CONE-L,Large Cone Pack,Cone Packs,80,63.46,0.79,0,None,0.0,0.0,34.4,0.1,108.0,None,0.0,0,0,156,0,4,0,5,Summer
2025-05-31,CONE-L,Large Cone Pack,Cone Packs,92,72.8,0.79,0,None,0.0,0.0,33.9,0.3,118.8,None,0.0,0,0,118,0,5,1,5,Summer
2025-06-01,CONE-L,Large Cone Pack,Cone Packs,83,65.46,0.79,0,None,0.0,0.0,32.3,2.3,110.1,None,0.0,0,0,199,0,6,1,6,Monsoon
2025-06-02,CONE-L,Large Cone Pack,Cone Packs,61,46.8,0.79,0,None,0.0,0.0,31.2,11.1,99.1,None,0.0,0,0,224,0,0,0,6,Monsoon
2025-06-03,CONE-L,Large Cone Pack,Cone Packs,83,59.37,0.79,1,Weekend Flash,10.0,1793.58,33.4,2.9,102.3,None,0.0,0,0,192,0,1,0,6,Monsoon
2025-06-04,CONE-L,Large Cone Pack,Cone Packs,88,62.71,0.79,1,Weekend Flash,10.0,1793.58,34.2,3.8,101.9,None,0.0,0,0,264,0,2,0,6,Monsoon
2025-06-05,CONE-L,Large Cone Pack,Cone Packs,88,61.59,0.79,1,Weekend Flash,10.0,1793.58,37.5,2.3,103.4,None,0.0,0,1,126,0,3,0,6,Monsoon
2025-06-06,CONE-L,Large Cone Pack,Cone Packs,68,53.67,0.79,0,None,0.0,0.0,34.6,1.6,109.7,None,0.0,0,0,194,0,4,0,6,Monsoon
2025-06-07,CONE-L,Large Cone Pack,Cone Packs,90,71.33,0.79,0,None,0.0,0.0,36.1,7.0,115.6,None,0.0,0,0,213,0,5,1,6,Monsoon
2025-06-08,CONE-L,Large Cone Pack,Cone Packs,83,66.17,0.79,0,None,0.0,0.0,33.5,1.3,117.4,None,0.0,0,0,260,0,6,1,6,Monsoon
2025-06-09,CONE-L,Large Cone Pack,Cone Packs,73,57.72,0.79,0,None,0.0,0.0,32.3,7.2,100.2,None,0.0,0,0,176,0,0,0,6,Monsoon
2025-06-10,CONE-L,Large Cone Pack,Cone Packs,71,56.0,0.79,0,None,0.0,0.0,32.7,7.0,103.9,None,0.0,0,0,222,0,1,0,6,Monsoon
2025-06-11,CONE-L,Large Cone Pack,Cone Packs,71,56.4,0.79,0,None,0.0,0.0,33.1,5.5,109.1,None,0.0,0,0,114,0,2,0,6,Monsoon
2025-06-12,CONE-L,Large Cone Pack,Cone Packs,33,25.82,0.79,0,None,0.0,0.0,38.3,4.1,109.0,None,0.0,0,0,60,1,3,0,6,Monsoon
2025-06-13,CONE-L,Large Cone Pack,Cone Packs,72,56.79,0.78,0,None,0.0,0.0,33.0,3.4,102.3,None,0.0,0,0,206,0,4,0,6,Monsoon
2025-06-14,CONE-L,Large Cone Pack,Cone Packs,92,71.65,0.78,0,None,0.0,0.0,36.0,2.0,116.7,None,0.0,0,0,112,0,5,1,6,Monsoon
2025-06-15,CONE-L,Large Cone Pack,Cone Packs,104,76.05,0.78,1,Bundle Offer,8.0,2121.93,32.9,18.4,126.7,None,0.0,0,1,263,0,6,1,6,Monsoon
2025-06-16,CONE-L,Large Cone Pack,Cone Packs,86,60.84,0.78,1,Bundle Offer,8.0,2121.93,36.2,5.3,105.6,None,0.0,0,0,109,0,0,0,6,Monsoon
2025-06-17,CONE-L,Large Cone Pack,Cone Packs,90,58.42,0.78,1,Festival Promo,18.0,3410.75,35.2,5.1,102.1,None,0.0,0,0,220,0,1,0,6,Monsoon
2025-06-18,CONE-L,Large Cone Pack,Cone Packs,93,59.77,0.78,1,Festival Promo,18.0,3410.75,34.2,2.5,104.6,None,0.0,0,0,185,0,2,0,6,Monsoon
2025-06-19,CONE-L,Large Cone Pack,Cone Packs,96,64.66,0.78,1,Mango Festival,15.0,2620.09,34.4,17.0,105.8,None,0.0,0,0,219,0,3,0,6,Monsoon
2025-06-20,CONE-L,Large Cone Pack,Cone Packs,70,54.3,0.78,0,None,0.0,0.0,33.3,3.6,104.5,None,0.0,0,0,189,0,4,0,6,Monsoon
2025-06-21,CONE-L,Large Cone Pack,Cone Packs,90,70.53,0.78,0,None,0.0,0.0,35.3,7.8,115.0,None,0.0,0,0,181,0,5,1,6,Monsoon
2025-06-22,CONE-L,Large Cone Pack,Cone Packs,82,64.22,0.78,0,None,0.0,0.0,33.7,9.1,107.8,None,0.0,0,0,179,0,6,1,6,Monsoon
2025-06-23,CONE-L,Large Cone Pack,Cone Packs,62,48.76,0.78,0,None,0.0,0.0,32.3,7.0,100.1,None,0.0,0,0,162,0,0,0,6,Monsoon
2025-06-24,CONE-L,Large Cone Pack,Cone Packs,70,54.05,0.78,0,None,0.0,0.0,32.2,1.3,104.1,None,0.0,0,0,198,0,1,0,6,Monsoon
2025-06-25,CONE-L,Large Cone Pack,Cone Packs,74,58.29,0.78,0,None,0.0,0.0,34.8,10.8,103.9,None,0.0,0,0,207,0,2,0,6,Monsoon
2025-06-26,CONE-L,Large Cone Pack,Cone Packs,91,57.02,0.78,1,Festival Promo,18.0,3082.36,37.3,3.5,101.8,None,0.0,0,0,182,0,3,0,6,Monsoon
2025-06-27,CONE-L,Large Cone Pack,Cone Packs,87,55.29,0.78,1,Festival Promo,18.0,3082.36,34.8,11.9,103.6,None,0.0,0,0,163,0,4,0,6,Monsoon
2025-06-28,CONE-L,Large Cone Pack,Cone Packs,111,69.75,0.78,1,Festival Promo,18.0,3082.36,34.2,6.0,114.7,None,0.0,0,0,137,0,5,1,6,Monsoon
2025-06-29,CONE-L,Large Cone Pack,Cone Packs,89,70.17,0.78,0,None,0.0,0.0,35.0,9.5,118.7,None,0.0,0,0,233,0,6,1,6,Monsoon
2025-06-30,CONE-L,Large Cone Pack,Cone Packs,70,54.89,0.78,0,None,0.0,0.0,36.8,16.2,103.6,None,0.0,0,0,126,0,0,0,6,Monsoon
2025-07-01,CONE-L,Large Cone Pack,Cone Packs,69,54.13,0.78,0,None,0.0,0.0,34.8,10.5,106.0,None,0.0,0,1,158,0,1,0,7,Monsoon
2025-07-02,CONE-L,Large Cone Pack,Cone Packs,86,60.07,0.78,1,Payday Campaign,12.0,2588.04,33.6,9.7,101.2,None,0.0,0,0,264,0,2,0,7,Monsoon
2025-07-03,CONE-L,Large Cone Pack,Cone Packs,90,61.51,0.78,1,Payday Campaign,12.0,2588.04,36.4,11.2,106.6,None,0.0,0,0,235,0,3,0,7,Monsoon
2025-07-04,CONE-L,Large Cone Pack,Cone Packs,89,61.49,0.78,1,Payday Campaign,12.0,2588.04,35.1,2.8,105.5,None,0.0,0,0,164,0,4,0,7,Monsoon
2025-07-05,CONE-L,Large Cone Pack,Cone Packs,100,71.73,0.78,1,Bundle Offer,8.0,2215.4,37.1,12.3,117.9,None,0.0,0,0,195,0,5,1,7,Monsoon
2025-07-06,CONE-L,Large Cone Pack,Cone Packs,103,73.73,0.78,1,Bundle Offer,8.0,2215.4,34.6,4.9,117.0,None,0.0,0,0,174,0,6,1,7,Monsoon
2025-07-07,CONE-L,Large Cone Pack,Cone Packs,84,61.11,0.78,1,Bundle Offer,8.0,2215.4,32.1,5.1,106.2,None,0.0,0,0,204,0,0,0,7,Monsoon
2025-07-08,CONE-L,Large Cone Pack,Cone Packs,64,51.06,0.78,0,None,0.0,0.0,31.8,6.8,102.7,None,0.0,0,0,108,0,1,0,7,Monsoon
2025-07-09,CONE-L,Large Cone Pack,Cone Packs,73,56.5,0.78,0,None,0.0,0.0,37.2,4.5,104.3,None,0.0,0,0,245,0,2,0,7,Monsoon
2025-07-10,CONE-L,Large Cone Pack,Cone Packs,78,61.27,0.78,0,None,0.0,0.0,37.3,2.2,108.2,None,0.0,0,0,255,0,3,0,7,Monsoon
2025-07-11,CONE-L,Large Cone Pack,Cone Packs,67,52.29,0.78,0,None,0.0,0.0,33.8,6.4,99.5,None,0.0,0,0,134,0,4,0,7,Monsoon
2025-07-12,CONE-L,Large Cone Pack,Cone Packs,88,68.67,0.78,0,None,0.0,0.0,33.4,5.1,109.5,None,0.0,0,0,144,0,5,1,7,Monsoon
2025-07-13,CONE-L,Large Cone Pack,Cone Packs,92,71.69,0.78,0,None,0.0,0.0,36.7,4.9,113.4,None,0.0,0,1,198,0,6,1,7,Monsoon
2025-07-14,CONE-L,Large Cone Pack,Cone Packs,68,52.6,0.78,0,None,0.0,0.0,32.1,5.8,104.5,None,0.0,0,1,191,0,0,0,7,Monsoon
2025-07-15,CONE-L,Large Cone Pack,Cone Packs,67,49.78,0.78,0,None,0.0,0.0,32.4,5.0,98.1,None,0.0,0,0,189,0,1,0,7,Monsoon
2025-07-16,CONE-L,Large Cone Pack,Cone Packs,75,59.29,0.78,0,None,0.0,0.0,35.1,17.7,101.8,None,0.0,0,0,101,0,2,0,7,Monsoon
2025-07-17,CONE-L,Large Cone Pack,Cone Packs,70,53.86,0.78,0,None,0.0,0.0,33.2,16.7,101.5,None,0.0,0,0,203,0,3,0,7,Monsoon
2025-07-18,CONE-L,Large Cone Pack,Cone Packs,62,47.95,0.78,0,None,0.0,0.0,33.9,6.5,90.8,None,0.0,0,0,92,0,4,0,7,Monsoon
2025-07-19,CONE-L,Large Cone Pack,Cone Packs,85,65.74,0.78,0,None,0.0,0.0,33.5,6.4,110.6,None,0.0,0,0,159,0,5,1,7,Monsoon
2025-07-20,CONE-L,Large Cone Pack,Cone Packs,87,66.8,0.78,0,None,0.0,0.0,34.4,0.2,110.8,None,0.0,0,0,221,0,6,1,7,Monsoon
2025-07-21,CONE-L,Large Cone Pack,Cone Packs,74,57.51,0.77,0,None,0.0,0.0,36.3,3.7,100.7,None,0.0,0,0,235,0,0,0,7,Monsoon
2025-07-22,CONE-L,Large Cone Pack,Cone Packs,71,54.97,0.77,0,None,0.0,0.0,33.9,11.1,108.4,None,0.0,0,0,192,0,1,0,7,Monsoon
2025-07-23,CONE-L,Large Cone Pack,Cone Packs,69,52.97,0.77,0,None,0.0,0.0,34.8,4.4,95.1,None,0.0,0,0,114,0,2,0,7,Monsoon
2025-07-24,CONE-L,Large Cone Pack,Cone Packs,66,51.18,0.77,0,None,0.0,0.0,29.9,14.1,96.9,None,0.0,0,0,194,0,3,0,7,Monsoon
2025-07-25,CONE-L,Large Cone Pack,Cone Packs,68,52.6,0.77,0,None,0.0,0.0,33.5,13.4,87.8,None,0.0,0,0,93,0,4,0,7,Monsoon
2025-07-26,CONE-L,Large Cone Pack,Cone Packs,76,59.45,0.77,0,None,0.0,0.0,32.0,3.7,108.4,None,0.0,0,0,132,0,5,1,7,Monsoon
2025-07-27,CONE-L,Large Cone Pack,Cone Packs,83,63.16,0.77,0,None,0.0,0.0,31.2,7.0,108.7,None,0.0,0,0,122,0,6,1,7,Monsoon
2025-07-28,CONE-L,Large Cone Pack,Cone Packs,66,50.54,0.77,0,None,0.0,0.0,31.8,18.8,97.9,None,0.0,0,0,243,0,0,0,7,Monsoon
2025-07-29,CONE-L,Large Cone Pack,Cone Packs,74,57.69,0.77,0,None,0.0,0.0,32.7,1.2,105.9,None,0.0,0,0,152,0,1,0,7,Monsoon
2025-07-30,CONE-L,Large Cone Pack,Cone Packs,51,35.19,0.77,1,Weekend Flash,10.0,1538.36,34.9,4.5,104.5,None,0.0,0,1,160,1,2,0,7,Monsoon
2025-07-31,CONE-L,Large Cone Pack,Cone Packs,76,54.0,0.77,1,Loyalty Offer,7.0,1362.72,30.8,1.1,100.5,None,0.0,0,0,222,0,3,0,7,Monsoon
2025-08-01,CONE-L,Large Cone Pack,Cone Packs,71,54.44,0.77,0,None,0.0,0.0,33.2,2.6,98.1,None,0.0,0,0,246,0,4,0,8,Monsoon
2025-08-02,CONE-L,Large Cone Pack,Cone Packs,83,64.0,0.77,0,None,0.0,0.0,32.2,22.8,114.9,None,0.0,0,0,262,0,5,1,8,Monsoon
2025-08-03,CONE-L,Large Cone Pack,Cone Packs,79,60.9,0.77,0,None,0.0,0.0,32.4,4.5,109.6,None,0.0,0,0,125,0,6,1,8,Monsoon
2025-08-04,CONE-L,Large Cone Pack,Cone Packs,63,48.48,0.77,0,None,0.0,0.0,34.8,0.5,95.4,None,0.0,0,0,146,0,0,0,8,Monsoon
2025-08-05,CONE-L,Large Cone Pack,Cone Packs,74,56.37,0.77,0,None,0.0,0.0,33.9,2.2,90.8,None,0.0,0,0,158,0,1,0,8,Monsoon
2025-08-06,CONE-L,Large Cone Pack,Cone Packs,72,56.03,0.77,0,None,0.0,0.0,35.2,0.9,97.1,None,0.0,0,0,219,0,2,0,8,Monsoon
2025-08-07,CONE-L,Large Cone Pack,Cone Packs,73,57.17,0.77,0,None,0.0,0.0,32.5,7.2,102.9,None,0.0,0,0,146,0,3,0,8,Monsoon
2025-08-08,CONE-L,Large Cone Pack,Cone Packs,72,54.21,0.77,0,None,0.0,0.0,31.4,9.0,110.4,None,0.0,0,0,129,0,4,0,8,Monsoon
2025-08-09,CONE-L,Large Cone Pack,Cone Packs,94,71.07,0.77,0,None,0.0,0.0,32.2,12.5,122.2,Raksha Bandhan,1.0,1,0,234,0,5,1,8,Monsoon
2025-08-10,CONE-L,Large Cone Pack,Cone Packs,82,63.92,0.77,0,None,0.0,0.0,33.0,10.6,104.9,None,0.0,0,0,181,0,6,1,8,Monsoon
2025-08-11,CONE-L,Large Cone Pack,Cone Packs,69,54.13,0.77,0,None,0.0,0.0,32.8,1.3,92.7,None,0.0,0,0,208,0,0,0,8,Monsoon
2025-08-12,CONE-L,Large Cone Pack,Cone Packs,80,55.81,0.77,1,Loyalty Offer,7.0,1560.62,30.4,8.6,101.2,None,0.0,0,0,160,0,1,0,8,Monsoon
2025-08-13,CONE-L,Large Cone Pack,Cone Packs,78,56.37,0.77,1,Loyalty Offer,7.0,1560.62,32.5,5.6,89.5,None,0.0,0,0,175,0,2,0,8,Monsoon
2025-08-14,CONE-L,Large Cone Pack,Cone Packs,76,59.62,0.77,0,None,0.0,0.0,32.7,13.9,100.9,None,0.0,0,1,97,0,3,0,8,Monsoon
2025-08-15,CONE-L,Large Cone Pack,Cone Packs,76,57.86,0.77,0,None,0.0,0.0,36.7,11.6,113.8,Independence Day,0.9,1,0,98,0,4,0,8,Monsoon
2025-08-16,CONE-L,Large Cone Pack,Cone Packs,81,63.47,0.77,0,None,0.0,0.0,35.5,25.0,110.1,None,0.0,0,0,101,0,5,1,8,Monsoon
2025-08-17,CONE-L,Large Cone Pack,Cone Packs,80,61.38,0.77,0,None,0.0,0.0,30.5,2.4,106.7,None,0.0,0,0,128,0,6,1,8,Monsoon
2025-08-18,CONE-L,Large Cone Pack,Cone Packs,64,49.38,0.77,0,None,0.0,0.0,31.4,2.0,100.5,None,0.0,0,1,139,0,0,0,8,Monsoon
2025-08-19,CONE-L,Large Cone Pack,Cone Packs,68,51.8,0.77,0,None,0.0,0.0,29.2,4.0,98.4,None,0.0,0,0,96,0,1,0,8,Monsoon
2025-08-20,CONE-L,Large Cone Pack,Cone Packs,68,52.87,0.77,0,None,0.0,0.0,30.7,5.8,93.5,None,0.0,0,0,113,0,2,0,8,Monsoon
2025-08-21,CONE-L,Large Cone Pack,Cone Packs,75,58.19,0.77,0,None,0.0,0.0,32.3,3.2,106.5,None,0.0,0,0,230,0,3,0,8,Monsoon
2025-08-22,CONE-L,Large Cone Pack,Cone Packs,74,58.0,0.77,0,None,0.0,0.0,33.8,2.6,95.4,None,0.0,0,0,230,0,4,0,8,Monsoon
2025-08-23,CONE-L,Large Cone Pack,Cone Packs,88,63.23,0.77,1,Bundle Offer,8.0,2002.59,30.2,8.2,110.9,None,0.0,0,1,154,0,5,1,8,Monsoon
2025-08-24,CONE-L,Large Cone Pack,Cone Packs,68,52.19,0.77,0,None,0.0,0.0,30.3,4.0,94.8,None,0.0,0,0,239,0,6,1,8,Monsoon
2025-08-25,CONE-L,Large Cone Pack,Cone Packs,74,54.79,0.77,1,Loyalty Offer,7.0,1457.49,27.5,3.1,103.1,None,0.0,0,1,112,0,0,0,8,Monsoon
2025-08-26,CONE-L,Large Cone Pack,Cone Packs,73,52.94,0.77,1,Loyalty Offer,7.0,1457.49,31.0,1.3,104.0,None,0.0,0,1,98,0,1,0,8,Monsoon
2025-08-27,CONE-L,Large Cone Pack,Cone Packs,67,51.73,0.77,0,None,0.0,0.0,29.3,0.2,96.6,None,0.0,0,0,143,0,2,0,8,Monsoon
2025-08-28,CONE-L,Large Cone Pack,Cone Packs,66,50.02,0.77,0,None,0.0,0.0,30.1,17.1,99.2,None,0.0,0,0,128,0,3,0,8,Monsoon
2025-08-29,CONE-L,Large Cone Pack,Cone Packs,63,47.42,0.77,0,None,0.0,0.0,29.4,16.7,99.0,None,0.0,0,0,95,0,4,0,8,Monsoon
2025-08-30,CONE-L,Large Cone Pack,Cone Packs,79,59.52,0.77,0,None,0.0,0.0,30.7,11.8,102.9,None,0.0,0,0,234,0,5,1,8,Monsoon
2025-08-31,CONE-L,Large Cone Pack,Cone Packs,72,54.57,0.77,0,None,0.0,0.0,27.7,9.8,108.7,None,0.0,0,1,248,0,6,1,8,Monsoon
2025-09-01,CONE-L,Large Cone Pack,Cone Packs,68,48.74,0.77,1,Bundle Offer,8.0,2345.12,28.1,3.6,91.8,None,0.0,0,1,131,0,0,0,9,Monsoon
2025-09-02,CONE-L,Large Cone Pack,Cone Packs,87,61.69,0.77,1,Bundle Offer,8.0,2345.12,34.5,10.1,92.7,None,0.0,0,0,157,0,1,0,9,Monsoon
2025-09-03,CONE-L,Large Cone Pack,Cone Packs,76,53.18,0.77,1,Bundle Offer,8.0,2345.12,28.2,1.9,101.3,None,0.0,0,0,210,0,2,0,9,Monsoon
2025-09-04,CONE-L,Large Cone Pack,Cone Packs,62,47.42,0.77,0,None,0.0,0.0,28.5,6.8,100.4,None,0.0,0,0,231,0,3,0,9,Monsoon
2025-09-05,CONE-L,Large Cone Pack,Cone Packs,68,51.92,0.77,0,None,0.0,0.0,33.7,2.8,91.9,None,0.0,0,0,133,0,4,0,9,Monsoon
2025-09-06,CONE-L,Large Cone Pack,Cone Packs,89,68.81,0.77,0,None,0.0,0.0,35.5,10.1,101.6,None,0.0,0,0,218,0,5,1,9,Monsoon
2025-09-07,CONE-L,Large Cone Pack,Cone Packs,64,48.49,0.77,0,None,0.0,0.0,28.1,19.7,102.0,None,0.0,0,0,87,0,6,1,9,Monsoon
2025-09-08,CONE-L,Large Cone Pack,Cone Packs,81,51.06,0.77,1,Festival Promo,18.0,2991.56,29.4,2.2,98.8,None,0.0,0,0,191,0,0,0,9,Monsoon
2025-09-09,CONE-L,Large Cone Pack,Cone Packs,83,52.29,0.77,1,Festival Promo,18.0,2991.56,30.6,3.8,90.0,None,0.0,0,0,260,0,1,0,9,Monsoon
2025-09-10,CONE-L,Large Cone Pack,Cone Packs,86,53.43,0.77,1,Festival Promo,18.0,2991.56,33.0,6.7,96.7,None,0.0,0,0,182,0,2,0,9,Monsoon
2025-09-11,CONE-L,Large Cone Pack,Cone Packs,79,50.52,0.77,1,Festival Promo,18.0,2991.56,28.0,0.6,98.5,None,0.0,0,0,201,0,3,0,9,Monsoon
2025-09-12,CONE-L,Large Cone Pack,Cone Packs,62,47.28,0.77,0,None,0.0,0.0,29.3,1.0,94.2,None,0.0,0,0,191,0,4,0,9,Monsoon
2025-09-13,CONE-L,Large Cone Pack,Cone Packs,40,30.24,0.77,0,None,0.0,0.0,31.0,19.3,109.6,None,0.0,0,0,161,1,5,1,9,Monsoon
2025-09-14,CONE-L,Large Cone Pack,Cone Packs,80,61.83,0.77,0,None,0.0,0.0,30.3,8.2,102.9,None,0.0,0,1,209,0,6,1,9,Monsoon
2025-09-15,CONE-L,Large Cone Pack,Cone Packs,57,43.63,0.76,0,None,0.0,0.0,28.8,3.4,93.3,None,0.0,0,0,218,0,0,0,9,Monsoon
2025-09-16,CONE-L,Large Cone Pack,Cone Packs,63,48.43,0.76,0,None,0.0,0.0,29.1,6.1,89.4,None,0.0,0,0,84,0,1,0,9,Monsoon
2025-09-17,CONE-L,Large Cone Pack,Cone Packs,52,39.21,0.76,0,None,0.0,0.0,26.8,4.0,99.3,None,0.0,0,0,213,0,2,0,9,Monsoon
2025-09-18,CONE-L,Large Cone Pack,Cone Packs,61,47.11,0.76,0,None,0.0,0.0,28.7,6.9,90.3,None,0.0,0,0,226,0,3,0,9,Monsoon
2025-09-19,CONE-L,Large Cone Pack,Cone Packs,61,47.86,0.76,0,None,0.0,0.0,28.6,4.1,95.7,None,0.0,0,0,225,0,4,0,9,Monsoon
2025-09-20,CONE-L,Large Cone Pack,Cone Packs,73,54.98,0.76,0,None,0.0,0.0,29.4,5.7,103.5,None,0.0,0,1,151,0,5,1,9,Monsoon
2025-09-21,CONE-L,Large Cone Pack,Cone Packs,71,54.52,0.76,0,None,0.0,0.0,27.9,10.8,98.6,None,0.0,0,0,184,0,6,1,9,Monsoon
2025-09-22,CONE-L,Large Cone Pack,Cone Packs,62,46.96,0.76,0,None,0.0,0.0,29.6,10.3,90.7,None,0.0,0,0,138,0,0,0,9,Monsoon
2025-09-23,CONE-L,Large Cone Pack,Cone Packs,70,55.25,0.76,0,None,0.0,0.0,30.5,18.5,100.6,None,0.0,0,0,224,0,1,0,9,Monsoon
2025-09-24,CONE-L,Large Cone Pack,Cone Packs,74,53.4,0.76,1,Loyalty Offer,7.0,1520.15,28.9,8.7,94.6,None,0.0,0,0,159,0,2,0,9,Monsoon
2025-09-25,CONE-L,Large Cone Pack,Cone Packs,72,51.36,0.76,1,Loyalty Offer,7.0,1520.15,29.1,6.5,88.4,None,0.0,0,0,142,0,3,0,9,Monsoon
2025-09-26,CONE-L,Large Cone Pack,Cone Packs,72,50.43,0.76,1,Loyalty Offer,7.0,1520.15,28.5,20.5,94.9,None,0.0,0,0,201,0,4,0,9,Monsoon
2025-09-27,CONE-L,Large Cone Pack,Cone Packs,71,53.63,0.76,0,None,0.0,0.0,28.3,5.2,102.6,None,0.0,0,0,98,0,5,1,9,Monsoon
2025-09-28,CONE-L,Large Cone Pack,Cone Packs,72,55.53,0.76,0,None,0.0,0.0,26.9,0.3,120.5,None,0.0,0,0,152,0,6,1,9,Monsoon
2025-09-29,CONE-L,Large Cone Pack,Cone Packs,74,50.08,0.76,1,Weekend Flash,10.0,1539.29,28.7,12.0,94.6,None,0.0,0,0,127,0,0,0,9,Monsoon
2025-09-30,CONE-L,Large Cone Pack,Cone Packs,70,47.39,0.76,1,Weekend Flash,10.0,1539.29,27.8,7.8,91.2,None,0.0,0,0,149,0,1,0,9,Monsoon
2025-10-01,CONE-L,Large Cone Pack,Cone Packs,73,55.81,0.76,0,None,0.0,0.0,31.7,0.0,100.1,None,0.0,0,0,164,0,2,0,10,Transition
2025-10-02,CONE-L,Large Cone Pack,Cone Packs,69,52.83,0.76,0,None,0.0,0.0,30.7,0.0,92.9,Gandhi Jayanti,0.7,1,0,99,0,3,0,10,Transition
2025-10-03,CONE-L,Large Cone Pack,Cone Packs,62,47.61,0.76,0,None,0.0,0.0,28.4,0.0,93.4,None,0.0,0,0,220,0,4,0,10,Transition
