date,content_id,content_category,viewers,watch_hours,sessions,release_event,release_active,marketing_campaign,festival,festival_intensity,holiday,weekend,day_of_week,month,competitor_major_release,subscription_price_index
2025-11-12,KIDS,Kids,5939,8144.2,8011,None,0,0,None,0.0,0,0,2,11,0,98.5
2025-11-13,KIDS,Kids,6464,8749.8,8530,None,0,0,None,0.0,0,0,3,11,0,98.52
2025-11-14,KIDS,Kids,7015,10285.1,9624,None,0,0,None,0.0,0,0,4,11,0,98.55
2025-11-15,KIDS,Kids,7161,10046.3,9749,None,0,0,None,0.0,0,1,5,11,0,98.57
2025-11-16,KIDS,Kids,7593,8234.2,9550,None,0,0,None,0.0,0,1,6,11,0,98.6
2025-11-17,KIDS,Kids,6599,10761.1,7627,None,0,0,None,0.0,0,0,0,11,0,98.62
2025-11-18,KIDS,Kids,6075,9747.8,8382,None,0,0,None,0.0,0,0,1,11,0,98.65
2025-11-19,KIDS,Kids,6209,6214.0,7611,None,0,0,None,0.0,0,0,2,11,0,98.67
2025-11-20,KIDS,Kids,6519,8974.2,7207,None,0,0,None,0.0,0,0,3,11,0,98.7
2025-11-21,KIDS,Kids,6372,10372.5,8966,None,0,0,None,0.0,0,0,4,11,0,98.72
2025-11-22,KIDS,Kids,7868,11282.5,8908,None,0,0,None,0.0,0,1,5,11,0,98.75
2025-11-23,KIDS,Kids,9884,13033.4,11036,Blockbuster Release,1,0,None,0.0,0,1,6,11,0,98.78
2025-11-24,KIDS,Kids,9140,14902.7,10295,Blockbuster Release,1,0,None,0.0,0,0,0,11,0,98.8
2025-11-25,KIDS,Kids,6378,9674.4,7227,None,0,0,None,0.0,0,0,1,11,0,98.83
2025-11-26,KIDS,Kids,6546,9333.8,7598,None,0,0,None,0.0,0,0,2,11,0,98.86
2025-11-27,KIDS,Kids,6884,8576.7,8787,None,0,0,None,0.0,0,0,3,11,0,98.89
2025-11-28,KIDS,Kids,6491,9872.1,7368,None,0,0,None,0.0,0,0,4,11,0,98.92
2025-11-29,KIDS,Kids,7335,11711.7,10238,None,0,0,None,0.0,0,1,5,11,0,98.95
2025-11-30,KIDS,Kids,7491,7726.8,9153,None,0,0,None,0.0,0,1,6,11,0,98.98
2025-12-01,KIDS,Kids,6929,10098.9,8585,None,0,0,None,0.0,0,0,0,12,0,99.01
2025-12-02,KIDS,Kids,6686,9751.1,8865,None,0,0,None,0.0,0,0,1,12,0,99.04
2025-12-03,KIDS,Kids,5612,5709.4,6019,None,0,0,None,0.0,0,0,2,12,0,99.07
2025-12-04,KIDS,Kids,6231,9834.5,7328,None,0,0,None,0.0,0,0,3,12,0,99.1
2025-12-05,KIDS,Kids,6235,9928.8,8258,None,0,0,None,0.0,0,0,4,12,0,99.13
2025-12-06,KIDS,Kids,7781,7844.6,9362,None,0,0,None,0.0,0,1,5,12,0,99.16
2025-12-07,KIDS,Kids,9257,13751.8,10063,Blockbuster Release,1,0,None,0.0,0,1,6,12,0,99.19
2025-12-08,KIDS,Kids,6669,7258.4,8311,None,0,0,None,0.0,0,0,0,12,0,99.22
2025-12-09,KIDS,Kids,6825,7404.6,7759,None,0,0,None,0.0,0,0,1,12,0,99.25
2025-12-10,KIDS,Kids,9053,9062.5,12698,New Episode,1,0,None,0.0,0,0,2,12,0,99.29
2025-12-11,KIDS,Kids,8742,12673.8,9595,Live Sports Final,1,0,None,0.0,0,0,3,12,0,99.32
2025-12-12,KIDS,Kids,8079,13137.0,8728,Live Sports Final,1,0,None,0.0,0,0,4,12,0,99.35
2025-12-13,KIDS,Kids,7424,10092.7,9458,None,0,0,None,0.0,0,1,5,12,0,99.38
2025-12-14,KIDS,Kids,8177,9049.7,9241,None,0,0,None,0.0,0,1,6,12,0,99.42
2025-12-15,KIDS,Kids,6297,6620.6,8777,None,0,0,None,0.0,0,0,0,12,0,99.45
2025-12-16,KIDS,Kids,7503,7757.4,8412,None,0,0,None,0.0,0,0,1,12,0,99.48
2025-12-17,KIDS,Kids,6909,7350.9,8563,None,0,0,None,0.0,0,0,2,12,0,99.51
2025-12-18,KIDS,Kids,6496,8722.1,8774,None,0,0,None,0.0,0,0,3,12,0,99.55
2025-12-19,KIDS,Kids,6657,11290.1,7125,None,0,0,None,0.0,0,0,4,12,0,99.58
2025-12-20,KIDS,Kids,7707,12699.4,11174,None,0,0,None,0.0,0,1,5,12,0,99.62
2025-12-21,KIDS,Kids,9860,9614.8,13378,Live Sports Final,1,0,None,0.0,0,1,6,12,0,99.65
2025-12-22,KIDS,Kids,8614,9142.9,10202,Live Sports Final,1,0,None,0.0,0,0,0,12,0,99.68
2025-12-23,KIDS,Kids,7429,10735.8,9200,None,0,0,None,0.0,0,0,1,12,0,99.72
2025-12-24,KIDS,Kids,7212,10470.0,8021,None,0,0,None,0.0,0,0,2,12,0,99.75
2025-12-25,KIDS,Kids,6677,7132.3,8062,None,0,0,Christmas,1.2,1,0,3,12,0,99.79
2025-12-26,KIDS,Kids,6228,10370.3,7323,None,0,0,None,0.0,0,0,4,12,0,99.82
2025-12-27,KIDS,Kids,8221,11259.2,9643,None,0,1,None,0.0,0,1,5,12,0,99.85
2025-12-28,KIDS,Kids,8490,11233.4,11531,None,0,0,None,0.0,0,1,6,12,0,99.89
2025-12-29,KIDS,Kids,7014,10929.6,9613,None,0,0,None,0.0,0,0,0,12,0,99.92
2025-12-30,KIDS,Kids,7111,8534.7,8507,None,0,0,None,0.0,0,0,1,12,0,99.96
2025-12-31,KIDS,Kids,6589,9696.3,7224,None,0,0,New Year,1.1,1,0,2,12,0,99.99
2026-01-01,KIDS,Kids,6308,10311.5,6732,None,0,0,None,0.0,0,0,3,1,0,100.03
2026-01-02,KIDS,Kids,6174,10245.0,8832,None,0,0,None,0.0,0,0,4,1,0,100.07
2026-01-03,KIDS,Kids,6189,5767.1,6753,None,0,0,None,0.0,0,1,5,1,0,100.1
2026-01-04,KIDS,Kids,7182,6882.2,9418,None,0,0,None,0.0,0,1,6,1,0,100.14
2026-01-05,KIDS,Kids,8951,13127.9,9722,Blockbuster Release,1,0,None,0.0,0,0,0,1,0,100.17
2026-01-06,KIDS,Kids,6685,6040.3,9141,None,0,0,None,0.0,0,0,1,1,0,100.21
2026-01-07,KIDS,Kids,6311,9028.5,7537,None,0,0,None,0.0,0,0,2,1,0,100.24
2026-01-08,KIDS,Kids,6864,10692.8,8111,None,0,0,None,0.0,0,0,3,1,0,100.27
2026-01-09,KIDS,Kids,6288,6111.5,6664,None,0,0,None,0.0,0,0,4,1,0,100.31
2026-01-10,KIDS,Kids,7902,7260.0,11345,None,0,0,None,0.0,0,1,5,1,0,100.34
2026-01-11,KIDS,Kids,7898,10321.2,9822,None,0,0,None,0.0,0,1,6,1,0,100.38
2026-01-12,KIDS,Kids,6939,11725.9,7701,None,0,0,None,0.0,0,0,0,1,0,100.41
2026-01-13,KIDS,Kids,6617,8787.2,7284,None,0,0,None,0.0,0,0,1,1,0,100.44
2026-01-14,KIDS,Kids,6462,10857.2,8546,None,0,0,Makar Sankranti,1.0,1,0,2,1,0,100.48
2026-01-15,KIDS,Kids,6069,8868.9,6876,None,0,0,None,0.0,0,0,3,1,0,100.51
2026-01-16,KIDS,Kids,7886,9005.5,9843,Live Sports Final,1,0,None,0.0,0,0,4,1,0,100.54
2026-01-17,KIDS,Kids,10482,11460.0,11817,Live Sports Final,1,0,None,0.0,0,1,5,1,0,100.58
2026-01-18,KIDS,Kids,6847,9480.8,8239,None,0,0,None,0.0,0,1,6,1,0,100.61
2026-01-19,KIDS,Kids,6532,7616.6,8859,None,0,0,None,0.0,0,0,0,1,0,100.64
2026-01-20,KIDS,Kids,6687,7295.3,7095,None,0,0,None,0.0,0,0,1,1,0,100.67
2026-01-21,KIDS,Kids,6129,7450.2,6995,None,0,0,None,0.0,0,0,2,1,0,100.71
2026-01-22,KIDS,Kids,6540,8673.2,9277,None,0,0,None,0.0,0,0,3,1,0,100.74
2026-01-23,KIDS,Kids,7920,12978.9,10403,None,0,1,None,0.0,0,0,4,1,0,100.77
2026-01-24,KIDS,Kids,7467,12429.1,10478,None,0,0,None,0.0,0,1,5,1,0,100.8
2026-01-25,KIDS,Kids,7786,11556.6,8250,None,0,0,None,0.0,0,1,6,1,0,100.83
2026-01-26,KIDS,Kids,6590,7205.7,9233,None,0,0,Republic Day,0.8,1,0,0,1,0,100.86
2026-01-27,KIDS,Kids,6478,8218.1,8826,None,0,0,None,0.0,0,0,1,1,0,100.9
2026-01-28,KIDS,Kids,6214,6080.3,6837,None,0,0,None,0.0,0,0,2,1,0,100.93
2026-01-29,KIDS,Kids,6542,8873.2,8027,None,0,0,None,0.0,0,0,3,1,0,100.96
2026-01-30,KIDS,Kids,6605,9329.7,7959,None,0,0,None,0.0,0,0,4,1,0,100.99
2026-01-31,KIDS,Kids,7193,8761.3,10038,None,0,0,None,0.0,0,1,5,1,0,101.02
2026-02-01,KIDS,Kids,7781,8364.3,10232,None,0,0,None,0.0,0,1,6,2,0,101.05
2026-02-02,KIDS,Kids,5535,9353.0,7446,None,0,0,None,0.0,0,0,0,2,0,101.08
2026-02-03,KIDS,Kids,7076,6592.7,10016,None,0,0,None,0.0,0,0,1,2,0,101.1
2026-02-04,KIDS,Kids,5992,8899.1,7042,None,0,0,None,0.0,0,0,2,2,0,101.13
2026-02-05,KIDS,Kids,7060,10237.1,7605,None,0,0,None,0.0,0,0,3,2,0,101.16
2026-02-06,KIDS,Kids,6879,9276.9,8421,None,0,0,None,0.0,0,0,4,2,0,101.19
2026-02-07,KIDS,Kids,8041,8440.4,11464,None,0,0,None,0.0,0,1,5,2,0,101.22
2026-02-08,KIDS,Kids,7114,11263.7,9392,None,0,0,None,0.0,0,1,6,2,0,101.24
2026-02-09,KIDS,Kids,6524,9057.3,6945,None,0,0,None,0.0,0,0,0,2,0,101.27
2026-02-10,KIDS,Kids,6741,9723.7,9731,None,0,0,None,0.0,0,0,1,2,0,101.3
2026-02-11,KIDS,Kids,6800,9976.6,8608,None,0,0,None,0.0,0,0,2,2,0,101.32
2026-02-12,KIDS,Kids,6980,6953.7,8434,None,0,0,None,0.0,0,0,3,2,0,101.35
2026-02-13,KIDS,Kids,6899,8782.8,8608,None,0,0,None,0.0,0,0,4,2,0,101.37
2026-02-14,KIDS,Kids,7817,11972.1,9887,None,0,0,None,0.0,0,1,5,2,0,101.4
2026-02-15,KIDS,Kids,7824,9531.9,11095,None,0,0,None,0.0,0,1,6,2,0,101.42
2026-02-16,KIDS,Kids,9167,13614.2,10958,Blockbuster Release,1,0,None,0.0,0,0,0,2,0,101.45
2026-02-17,KIDS,Kids,6629,7959.0,8715,None,0,0,None,0.0,0,0,1,2,0,101.47
2026-02-18,KIDS,Kids,7119,10983.7,7801,None,0,0,None,0.0,0,0,2,2,0,101.49
2026-02-19,KIDS,Kids,6589,10387.5,8036,None,0,0,None,0.0,0,0,3,2,0,101.52
2026-02-20,KIDS,Kids,5890,9229.3,8372,None,0,0,None,0.0,0,0,4,2,0,101.54
2026-02-21,KIDS,Kids,8159,11606.1,11057,None,0,0,None,0.0,0,1,5,2,0,101.56
2026-02-22,KIDS,Kids,7823,10197.3,11122,None,0,0,None,0.0,0,1,6,2,0,101.58
2026-02-23,KIDS,Kids,6562,10392.2,7228,None,0,0,None,0.0,0,0,0,2,0,101.6
2026-02-24,KIDS,Kids,6677,8035.4,8256,None,0,0,None,0.0,0,0,1,2,0,101.62
2026-02-25,KIDS,Kids,9536,15923.5,12014,New Episode,1,0,None,0.0,0,0,2,2,0,101.64
2026-02-26,KIDS,Kids,8927,13969.5,9709,New Episode,1,0,None,0.0,0,0,3,2,0,101.66
2026-02-27,KIDS,Kids,9544,10642.4,12009,Blockbuster Release,1,0,None,0.0,0,0,4,2,0,101.68
2026-02-28,KIDS,Kids,7831,9402.1,9411,None,0,0,None,0.0,0,1,5,2,0,101.7
2026-03-01,KIDS,Kids,7470,12077.1,7870,None,0,0,None,0.0,0,1,6,3,0,101.72
2026-03-02,KIDS,Kids,6251,6889.1,6836,None,0,0,Holi,0.8,1,0,0,3,0,101.73
2026-03-03,KIDS,Kids,6918,6680.8,8615,None,0,0,Holi,1.05,1,0,1,3,0,101.75
2026-03-04,KIDS,Kids,9867,9498.5,10788,Blockbuster Release,1,0,Holi,1.3,1,0,2,3,0,101.77
2026-03-05,KIDS,Kids,8973,14295.7,10854,Blockbuster Release,1,0,Holi,1.05,1,0,3,3,0,101.78
2026-03-06,KIDS,Kids,6983,8357.9,10090,None,0,0,Holi,0.8,1,0,4,3,1,101.8
2026-03-07,KIDS,Kids,8301,8873.3,10176,None,0,0,None,0.0,0,1,5,3,0,101.81
2026-03-08,KIDS,Kids,6866,7646.9,8761,None,0,0,None,0.0,0,1,6,3,0,101.83
2026-03-09,KIDS,Kids,6813,9362.4,8291,None,0,0,None,0.0,0,0,0,3,0,101.84
2026-03-10,KIDS,Kids,6882,8499.7,7520,None,0,0,None,0.0,0,0,1,3,0,101.85
2026-03-11,KIDS,Kids,6797,6892.3,9336,None,0,0,None,0.0,0,0,2,3,0,101.87
2026-03-12,KIDS,Kids,8163,10558.4,10967,New Episode,1,0,None,0.0,0,0,3,3,0,101.88
2026-03-13,KIDS,Kids,8575,12201.4,10527,New Episode,1,0,None,0.0,0,0,4,3,0,101.89
2026-03-14,KIDS,Kids,6738,8192.1,7588,None,0,0,None,0.0,0,1,5,3,0,101.9
2026-03-15,KIDS,Kids,7072,9854.6,9493,None,0,0,None,0.0,0,1,6,3,1,101.91
2026-03-16,KIDS,Kids,7014,10252.4,8288,None,0,0,None,0.0,0,0,0,3,0,101.92
2026-03-17,KIDS,Kids,6506,9241.4,8100,None,0,0,None,0.0,0,0,1,3,0,101.93
2026-03-18,KIDS,Kids,8203,8317.3,9451,None,0,1,None,0.0,0,0,2,3,0,101.94
2026-03-19,KIDS,Kids,6983,8722.3,8510,None,0,0,None,0.0,0,0,3,3,0,101.95
2026-03-20,KIDS,Kids,6164,10030.7,8719,None,0,0,None,0.0,0,0,4,3,0,101.96
2026-03-21,KIDS,Kids,7725,7933.0,9034,None,0,0,None,0.0,0,1,5,3,0,101.96
2026-03-22,KIDS,Kids,6964,11142.4,8392,None,0,0,None,0.0,0,1,6,3,0,101.97
2026-03-23,KIDS,Kids,7972,10022.1,9989,None,0,1,None,0.0,0,0,0,3,0,101.97
2026-03-24,KIDS,Kids,6840,9457.0,7959,None,0,0,None,0.0,0,0,1,3,0,101.98
2026-03-25,KIDS,Kids,6559,7555.1,9428,None,0,0,None,0.0,0,0,2,3,0,101.98
2026-03-26,KIDS,Kids,5928,8783.4,6472,None,0,0,None,0.0,0,0,3,3,0,101.99
2026-03-27,KIDS,Kids,6014,6274.2,6610,None,0,0,None,0.0,0,0,4,3,0,101.99
2026-03-28,KIDS,Kids,8763,13234.0,11404,None,0,0,None,0.0,0,1,5,3,0,101.99
2026-03-29,KIDS,Kids,7930,8043.0,10258,None,0,0,None,0.0,0,1,6,3,0,102.0
2026-03-30,KIDS,Kids,6541,6788.7,7612,None,0,0,None,0.0,0,0,0,3,0,102.0
2026-03-31,KIDS,Kids,7080,6420.5,7649,None,0,0,None,0.0,0,0,1,3,0,102.0
2026-04-01,KIDS,Kids,7303,11615.8,8052,None,0,0,None,0.0,0,0,2,4,0,102.0
2026-04-02,KIDS,Kids,7191,11328.2,8189,None,0,0,None,0.0,0,0,3,4,0,102.0
2026-04-03,KIDS,Kids,6582,7982.3,7964,None,0,0,None,0.0,0,0,4,4,0,102.0
2026-04-04,KIDS,Kids,7523,6789.6,9584,None,0,0,None,0.0,0,1,5,4,0,102.0
2026-04-05,KIDS,Kids,8014,13194.7,10400,None,0,0,None,0.0,0,1,6,4,1,102.0
2026-04-06,KIDS,Kids,6567,6810.6,8722,None,0,0,None,0.0,0,0,0,4,0,101.99
2026-04-07,KIDS,Kids,7191,7329.5,7690,None,0,0,None,0.0,0,0,1,4,0,101.99
2026-04-08,KIDS,Kids,6720,7183.3,8525,None,0,0,None,0.0,0,0,2,4,0,101.99
2026-04-09,KIDS,Kids,7017,7759.4,7491,None,0,0,None,0.0,0,0,3,4,0,101.98
2026-04-10,KIDS,Kids,7125,11721.0,9338,None,0,0,None,0.0,0,0,4,4,0,101.98
2026-04-11,KIDS,Kids,7112,9974.1,8374,None,0,0,None,0.0,0,1,5,4,0,101.97
2026-04-12,KIDS,Kids,7740,9078.3,10008,None,0,0,None,0.0,0,1,6,4,0,101.97
2026-04-13,KIDS,Kids,7175,10842.3,8902,None,0,0,None,0.0,0,0,0,4,0,101.96
2026-04-14,KIDS,Kids,6328,9608.2,8708,None,0,0,None,0.0,0,0,1,4,0,101.95
2026-04-15,KIDS,Kids,6441,7066.4,7014,None,0,0,None,0.0,0,0,2,4,0,101.94
2026-04-16,KIDS,Kids,7201,7485.3,9099,None,0,0,None,0.0,0,0,3,4,0,101.94
2026-04-17,KIDS,Kids,7344,7505.9,8627,None,0,0,None,0.0,0,0,4,4,0,101.93
2026-04-18,KIDS,Kids,6156,7295.8,6494,None,0,0,None,0.0,0,1,5,4,0,101.92
2026-04-19,KIDS,Kids,10818,9980.4,13687,Season Premiere,1,0,None,0.0,0,1,6,4,1,101.91
2026-04-20,KIDS,Kids,7947,9955.9,10830,Season Premiere,1,0,None,0.0,0,0,0,4,0,101.9
2026-04-21,KIDS,Kids,6657,7062.5,8624,None,0,0,None,0.0,0,0,1,4,0,101.89
2026-04-22,KIDS,Kids,6084,9210.5,6502,None,0,0,None,0.0,0,0,2,4,0,101.87
2026-04-23,KIDS,Kids,7653,8906.7,10018,None,0,1,None,0.0,0,0,3,4,0,101.86
2026-04-24,KIDS,Kids,6733,9566.2,9000,None,0,0,None,0.0,0,0,4,4,1,101.85
2026-04-25,KIDS,Kids,7923,11456.0,8547,None,0,0,None,0.0,0,1,5,4,0,101.84
2026-04-26,KIDS,Kids,8314,12773.4,10012,None,0,0,None,0.0,0,1,6,4,0,101.82
2026-04-27,KIDS,Kids,6107,7818.2,7141,None,0,0,None,0.0,0,0,0,4,1,101.81
2026-04-28,KIDS,Kids,7194,8776.0,9710,None,0,0,None,0.0,0,0,1,4,0,101.79
2026-04-29,KIDS,Kids,6572,7267.0,7868,None,0,0,None,0.0,0,0,2,4,0,101.78
2026-04-30,KIDS,Kids,6583,5975.4,7459,None,0,0,None,0.0,0,0,3,4,0,101.76
2026-05-01,KIDS,Kids,11324,11618.1,14295,Season Premiere,1,1,None,0.0,0,0,4,5,0,101.74
2026-05-02,KIDS,Kids,10684,11513.5,14463,Season Premiere,1,0,None,0.0,0,1,5,5,0,101.73
2026-05-03,KIDS,Kids,6971,9945.1,8413,None,0,0,None,0.0,0,1,6,5,0,101.71
2026-05-04,KIDS,Kids,8941,13704.9,12594,Blockbuster Release,1,0,None,0.0,0,0,0,5,0,101.69
2026-05-05,KIDS,Kids,6375,8077.4,8353,None,0,0,None,0.0,0,0,1,5,0,101.67
2026-05-06,KIDS,Kids,6511,10140.3,7139,None,0,0,None,0.0,0,0,2,5,0,101.65
2026-05-07,KIDS,Kids,6644,7966.5,9570,None,0,0,None,0.0,0,0,3,5,0,101.63
2026-05-08,KIDS,Kids,6903,9826.0,9245,None,0,0,None,0.0,0,0,4,5,0,101.61
2026-05-09,KIDS,Kids,7164,9640.9,8198,None,0,0,None,0.0,0,1,5,5,0,101.59
2026-05-10,KIDS,Kids,7614,7767.5,8937,None,0,0,None,0.0,0,1,6,5,0,101.57
2026-05-11,KIDS,Kids,6534,8296.2,8094,None,0,0,None,0.0,0,0,0,5,0,101.55
2026-05-12,KIDS,Kids,6873,11506.3,7276,None,0,0,None,0.0,0,0,1,5,0,101.53
2026-05-13,KIDS,Kids,6684,6817.6,9410,None,0,0,None,0.0,0,0,2,5,0,101.51
2026-05-14,KIDS,Kids,7115,8713.1,7699,None,0,0,None,0.0,0,0,3,5,0,101.48
2026-05-15,KIDS,Kids,6821,7952.9,7629,None,0,0,None,0.0,0,0,4,5,0,101.46
2026-05-16,KIDS,Kids,7979,11944.4,10088,None,0,0,None,0.0,0,1,5,5,0,101.44
2026-05-17,KIDS,Kids,7819,7278.1,10702,None,0,0,None,0.0,0,1,6,5,0,101.41
2026-05-18,KIDS,Kids,6213,7843.7,8855,None,0,0,None,0.0,0,0,0,5,0,101.39
2026-05-19,KIDS,Kids,6551,7282.1,7180,None,0,0,None,0.0,0,0,1,5,0,101.36
2026-05-20,KIDS,Kids,6424,7311.9,6785,None,0,0,None,0.0,0,0,2,5,0,101.34
2026-05-21,KIDS,Kids,7045,8635.9,9367,None,0,0,None,0.0,0,0,3,5,0,101.31
2026-05-22,KIDS,Kids,7086,8030.7,8206,None,0,0,None,0.0,0,0,4,5,0,101.29
2026-05-23,KIDS,Kids,7690,10413.8,8481,None,0,0,None,0.0,0,1,5,5,1,101.26
2026-05-24,KIDS,Kids,7789,8799.6,8191,None,0,0,None,0.0,0,1,6,5,0,101.23
2026-05-25,KIDS,Kids,6034,9858.8,8662,None,0,0,None,0.0,0,0,0,5,0,101.21
2026-05-26,KIDS,Kids,6551,8240.8,8801,None,0,0,None,0.0,0,0,1,5,0,101.18
2026-05-27,KIDS,Kids,5636,5771.6,6691,None,0,0,None,0.0,0,0,2,5,0,101.15
2026-05-28,KIDS,Kids,7074,8002.8,9119,None,0,0,None,0.0,0,0,3,5,0,101.12
2026-05-29,KIDS,Kids,7691,11827.5,10814,None,0,0,None,0.0,0,0,4,5,0,101.09
2026-05-30,KIDS,Kids,10131,10000.8,14332,Season Premiere,1,0,None,0.0,0,1,5,5,0,101.06
2026-05-31,KIDS,Kids,7834,9430.4,9901,None,0,0,None,0.0,0,1,6,5,0,101.04
2026-06-01,KIDS,Kids,6908,11460.5,9847,None,0,0,None,0.0,0,0,0,6,0,101.01
2026-06-02,KIDS,Kids,6234,5616.5,8435,None,0,0,None,0.0,0,0,1,6,0,100.98
2026-06-03,KIDS,Kids,6672,11188.9,8465,None,0,0,None,0.0,0,0,2,6,0,100.95
2026-06-04,KIDS,Kids,6933,8231.3,8336,None,0,0,None,0.0,0,0,3,6,0,100.92
2026-06-05,KIDS,Kids,6804,7272.5,9693,None,0,0,None,0.0,0,0,4,6,0,100.88
2026-06-06,KIDS,Kids,7767,12119.6,8760,None,0,0,None,0.0,0,1,5,6,0,100.85
2026-06-07,KIDS,Kids,7614,9711.0,9652,None,0,0,None,0.0,0,1,6,6,0,100.82
2026-06-08,KIDS,Kids,6380,6281.2,7037,None,0,0,None,0.0,0,0,0,6,0,100.79
2026-06-09,KIDS,Kids,9318,13356.7,10281,Season Premiere,1,0,None,0.0,0,0,1,6,0,100.76
2026-06-10,KIDS,Kids,9790,14904.6,10514,Season Premiere,1,0,None,0.0,0,0,2,6,0,100.73
2026-06-11,KIDS,Kids,5866,7395.6,6886,None,0,0,None,0.0,0,0,3,6,0,100.69
2026-06-12,KIDS,Kids,5803,8539.6,7947,None,0,0,None,0.0,0,0,4,6,0,100.66
2026-06-13,KIDS,Kids,7223,7119.8,8116,None,0,0,None,0.0,0,1,5,6,0,100.63
2026-06-14,KIDS,Kids,7559,6995.8,10453,None,0,0,None,0.0,0,1,6,6,0,100.6
2026-06-15,KIDS,Kids,6627,7125.1,9592,None,0,0,None,0.0,0,0,0,6,1,100.56
2026-06-16,KIDS,Kids,6797,11450.7,8565,None,0,0,None,0.0,0,0,1,6,0,100.53
2026-06-17,KIDS,Kids,9067,9432.8,12377,Live Sports Final,1,0,None,0.0,0,0,2,6,0,100.5
2026-06-18,KIDS,Kids,6684,10933.5,8804,None,0,0,None,0.0,0,0,3,6,0,100.46
2026-06-19,KIDS,Kids,7297,8301.6,9003,None,0,0,None,0.0,0,0,4,6,0,100.43
2026-06-20,KIDS,Kids,7356,9513.6,8561,None,0,0,None,0.0,0,1,5,6,0,100.4
2026-06-21,KIDS,Kids,9549,13973.7,12591,None,0,1,None,0.0,0,1,6,6,0,100.36
2026-06-22,KIDS,Kids,7610,7883.3,8692,None,0,0,None,0.0,0,0,0,6,0,100.33
2026-06-23,KIDS,Kids,6111,6476.0,7317,None,0,0,None,0.0,0,0,1,6,0,100.3
2026-06-24,KIDS,Kids,5904,6508.9,6564,None,0,0,None,0.0,0,0,2,6,0,100.26
2026-06-25,KIDS,Kids,6832,8756.3,8752,None,0,0,None,0.0,0,0,3,6,0,100.23
2026-06-26,KIDS,Kids,9329,10978.8,10409,Season Premiere,1,0,None,0.0,0,0,4,6,0,100.19
2026-06-27,KIDS,Kids,10422,10096.4,14286,Season Premiere,1,0,None,0.0,0,1,5,6,0,100.16
2026-06-28,KIDS,Kids,6845,7624.0,8489,None,0,0,None,0.0,0,1,6,6,0,100.12
2026-06-29,KIDS,Kids,6023,9407.7,8043,None,0,0,None,0.0,0,0,0,6,0,100.09
2026-06-30,KIDS,Kids,6536,8583.3,8050,None,0,0,None,0.0,0,0,1,6,0,100.06
2026-07-01,KIDS,Kids,6938,11502.8,9434,None,0,0,None,0.0,0,0,2,7,0,100.02
2026-07-02,KIDS,Kids,6604,7409.0,9272,None,0,0,None,0.0,0,0,3,7,0,99.99
2026-07-03,KIDS,Kids,6852,7603.1,8478,None,0,0,None,0.0,0,0,4,7,0,99.95
2026-07-04,KIDS,Kids,7855,9744.6,9408,None,0,0,None,0.0,0,1,5,7,0,99.92
2026-07-05,KIDS,Kids,8180,7881.7,10942,None,0,0,None,0.0,0,1,6,7,0,99.88
2026-07-06,KIDS,Kids,6259,7216.7,8989,None,0,0,None,0.0,0,0,0,7,0,99.85
2026-07-07,KIDS,Kids,8019,9529.6,8984,None,0,1,None,0.0,0,0,1,7,0,99.82
2026-07-08,KIDS,Kids,7389,10324.8,9964,None,0,0,None,0.0,0,0,2,7,0,99.78
2026-07-09,KIDS,Kids,7640,7743.8,8032,None,0,1,None,0.0,0,0,3,7,0,99.75
2026-07-10,KIDS,Kids,8795,14168.1,12686,New Episode,1,0,None,0.0,0,0,4,7,0,99.71
2026-07-11,KIDS,Kids,7820,12519.6,10703,None,0,0,None,0.0,0,1,5,7,0,99.68
2026-07-12,KIDS,Kids,7325,9696.9,10463,None,0,0,None,0.0,0,1,6,7,0,99.64
2026-07-13,KIDS,Kids,6264,7746.5,6845,None,0,0,None,0.0,0,0,0,7,0,99.61
2026-07-14,KIDS,Kids,6620,9657.5,7086,None,0,0,None,0.0,0,0,1,7,0,99.58
2026-07-15,KIDS,Kids,6666,7086.8,8164,None,0,0,None,0.0,0,0,2,7,0,99.54
2026-07-16,KIDS,Kids,7099,9592.1,7622,None,0,0,None,0.0,0,0,3,7,0,99.51
2026-07-17,KIDS,Kids,6384,7212.0,6841,None,0,0,None,0.0,0,0,4,7,0,99.48
2026-07-18,KIDS,Kids,7804,12785.0,8480,None,0,0,None,0.0,0,1,5,7,0,99.44
2026-07-19,KIDS,Kids,8328,10696.2,8949,None,0,0,None,0.0,0,1,6,7,0,99.41
2026-07-20,KIDS,Kids,7286,9507.1,7934,None,0,0,None,0.0,0,0,0,7,0,99.38
2026-07-21,KIDS,Kids,6730,10162.5,8053,None,0,0,None,0.0,0,0,1,7,0,99.35
2026-07-22,KIDS,Kids,9165,13999.1,11461,Season Premiere,1,0,None,0.0,0,0,2,7,0,99.31
2026-07-23,KIDS,Kids,6387,6950.6,6971,None,0,0,None,0.0,0,0,3,7,0,99.28
2026-07-24,KIDS,Kids,6906,9583.5,9021,None,0,0,None,0.0,0,0,4,7,0,99.25
2026-07-25,KIDS,Kids,8463,13479.5,10944,None,0,0,None,0.0,0,1,5,7,0,99.22
2026-07-26,KIDS,Kids,8364,10291.8,9770,None,0,0,None,0.0,0,1,6,7,0,99.19
2026-07-27,KIDS,Kids,6774,6698.7,7935,None,0,0,None,0.0,0,0,0,7,0,99.15
