date,product_name,units_sold,revenue,temperature_c,footfall_index,festival,holiday,promotion_active
2025-08-24,Chocolate,1189,53009.02,22.4,111,0,0,0
2025-08-25,Chocolate,1181,51960.03,21.8,95,0,0,0
2025-08-26,Chocolate,1070,47346.51,21.2,95,0,0,0
2025-08-27,Chocolate,999,42367.68,19.0,91,0,0,0
2025-08-28,Chocolate,1090,50032.79,20.0,89,0,0,0
2025-08-29,Chocolate,956,42311.12,19.8,92,0,0,0
2025-08-30,Chocolate,1219,56778.32,21.7,115,0,0,0
2025-08-31,Chocolate,1278,60713.54,18.7,106,0,0,0
2025-09-01,Chocolate,939,39406.38,21.7,93,0,0,0
2025-09-02,Chocolate,1000,45098.3,21.1,92,0,0,0
2025-09-03,Chocolate,1087,50917.9,21.0,97,0,0,0
2025-09-04,Chocolate,1130,49191.54,20.8,92,0,0,0
2025-09-05,Chocolate,1096,50183.26,25.0,94,0,0,0
2025-09-06,Chocolate,1168,55018.88,23.5,114,0,0,0
2025-09-07,Chocolate,1179,53985.59,20.1,111,0,0,0
2025-09-08,Chocolate,1055,50521.33,19.6,93,0,0,0
2025-09-09,Chocolate,1075,47772.82,23.5,93,0,0,0
2025-09-10,Chocolate,1042,48419.54,22.1,91,0,0,0
2025-09-11,Chocolate,978,45043.05,19.6,92,0,0,0
2025-09-12,Chocolate,1165,50946.44,23.3,95,0,0,0
2025-09-13,Chocolate,1230,56774.73,20.7,107,0,0,0
2025-09-14,Chocolate,1161,49839.7,20.5,105,0,0,0
2025-09-15,Chocolate,1175,49533.33,21.0,101,0,0,0
2025-09-16,Chocolate,992,44188.84,22.4,96,0,0,0
2025-09-17,Chocolate,1002,46007.95,21.9,94,0,0,0
2025-09-18,Chocolate,1138,51241.4,17.0,91,0,0,0
2025-09-19,Chocolate,1141,53587.13,19.4,96,0,0,0
2025-09-20,Chocolate,1315,59698.76,21.5,114,0,0,0
2025-09-21,Chocolate,1184,51583.37,20.3,109,0,0,0
2025-09-22,Chocolate,1162,52217.15,19.7,93,0,0,0
2025-09-23,Chocolate,1073,49242.15,21.6,96,0,0,0
2025-09-24,Chocolate,1127,48702.49,19.7,97,0,0,0
2025-09-25,Chocolate,1083,49462.31,20.3,99,0,0,0
2025-09-26,Chocolate,1095,46985.63,20.9,88,0,0,0
2025-09-27,Chocolate,1296,57728.1,19.1,114,0,0,0
2025-09-28,Chocolate,1262,58033.36,20.7,110,0,0,0
2025-09-29,Chocolate,1060,45178.89,18.9,92,0,0,0
2025-09-30,Chocolate,1118,48090.34,18.6,98,0,0,0
2025-10-01,Chocolate,1169,52277.52,17.7,92,0,0,0
2025-10-02,Chocolate,1240,53315.56,22.0,93,0,1,0
2025-10-03,Chocolate,1126,49294.87,21.4,91,0,0,0
2025-10-04,Chocolate,1260,57464.59,20.3,111,0,0,0
2025-10-05,Chocolate,1352,62967.28,19.6,107,0,0,0
2025-10-06,Chocolate,1043,45081.56,18.9,94,0,0,0
2025-10-07,Chocolate,1117,49841.56,21.6,85,0,0,0
2025-10-08,Chocolate,1120,49011.74,19.7,94,0,0,0
2025-10-09,Chocolate,1009,45147.89,21.1,93,0,0,0
2025-10-10,Chocolate,1143,49394.16,22.1,99,0,0,0
2025-10-11,Chocolate,1322,61046.56,20.8,114,0,0,0
2025-10-12,Chocolate,1233,51974.77,20.7,110,0,0,0
2025-10-13,Chocolate,1119,48109.93,20.6,93,0,0,0
2025-10-14,Chocolate,1112,49937.14,21.1,100,0,0,0
2025-10-15,Chocolate,1047,47434.14,20.6,100,0,0,0
2025-10-16,Chocolate,1077,50641.6,19.0,90,0,0,0
2025-10-17,Chocolate,1069,52102.11,22.9,94,0,0,0
2025-10-18,Chocolate,1161,54676.29,19.6,108,0,0,0
2025-10-19,Chocolate,1222,57662.83,21.8,120,0,0,0
2025-10-20,Chocolate,1109,52347.15,20.4,96,1,0,0
2025-10-21,Chocolate,1235,54156.92,21.6,92,1,0,0
2025-10-22,Chocolate,1083,50134.93,19.6,91,1,0,0
2025-10-23,Chocolate,1210,53968.04,22.3,90,1,0,0
2025-10-24,Chocolate,1139,53052.47,21.0,90,1,0,0
2025-10-25,Chocolate,1436,62625.23,20.5,119,1,0,0
2025-10-26,Chocolate,1457,68167.06,22.4,113,1,0,0
2025-10-27,Chocolate,1189,51202.95,19.7,92,1,0,0
2025-10-28,Chocolate,1232,52952.48,20.3,98,1,0,0
2025-10-29,Chocolate,1217,53583.15,18.4,100,1,0,0
2025-10-30,Chocolate,1268,56312.41,20.4,87,1,0,0
2025-10-31,Chocolate,1179,53508.96,22.9,93,0,0,0
2025-11-01,Chocolate,1457,66325.41,22.2,114,1,0,0
2025-11-02,Chocolate,1384,62288.94,20.6,119,1,0,0
2025-11-03,Chocolate,1185,53884.46,21.1,95,1,0,0
2025-11-04,Chocolate,1187,51455.44,20.9,87,1,0,0
2025-11-05,Chocolate,1237,56642.29,18.6,94,1,0,0
2025-11-06,Chocolate,996,47768.44,22.1,86,0,0,0
2025-11-07,Chocolate,1065,48052.28,19.7,96,0,0,0
2025-11-08,Chocolate,1303,57758.82,20.4,114,0,0,0
2025-11-09,Chocolate,1220,55682.29,19.9,113,0,0,0
2025-11-10,Chocolate,1168,52410.02,25.5,99,0,0,0
2025-11-11,Chocolate,1162,50913.46,18.7,89,0,0,0
2025-11-12,Chocolate,1038,44799.92,20.6,93,0,0,0
2025-11-13,Chocolate,1049,45975.8,21.7,90,0,0,0
2025-11-14,Chocolate,1090,50026.01,22.6,93,0,0,0
2025-11-15,Chocolate,1317,60585.02,21.7,111,0,0,0
2025-11-16,Chocolate,1249,54592.51,21.8,113,0,0,0
2025-11-17,Chocolate,1137,51644.0,23.3,96,0,0,0
2025-11-18,Chocolate,1169,54202.84,22.3,97,0,0,0
2025-11-19,Chocolate,1136,52197.57,22.1,100,0,0,0
2025-11-20,Chocolate,1067,49137.51,22.8,96,0,0,0
2025-11-21,Chocolate,1143,50669.98,26.7,93,0,0,0
2025-11-22,Chocolate,1279,56645.48,21.8,119,0,0,0
2025-11-23,Chocolate,1190,54677.77,20.3,110,0,0,0
2025-11-24,Chocolate,1047,48528.45,26.9,94,0,0,0
2025-11-25,Chocolate,1109,48853.97,21.7,100,0,0,0
2025-11-26,Chocolate,1107,48990.19,22.7,98,0,0,0
2025-11-27,Chocolate,1122,47482.94,22.7,90,0,0,0
2025-11-28,Chocolate,1140,52309.45,22.5,99,0,0,0
2025-11-29,Chocolate,1374,62749.5,23.1,118,0,0,0
2025-11-30,Chocolate,1289,55406.57,24.7,117,0,0,0
2025-12-01,Chocolate,1186,51704.28,24.1,98,0,0,0
2025-12-02,Chocolate,1118,47147.58,22.2,98,0,0,0
2025-12-03,Chocolate,1041,48955.65,24.2,89,0,0,0
2025-12-04,Chocolate,1115,50246.29,26.5,91,0,0,0
2025-12-05,Chocolate,1116,52812.57,26.5,94,0,0,0
2025-12-06,Chocolate,1233,55168.31,23.4,117,0,0,0
2025-12-07,Chocolate,1348,60559.09,21.6,110,0,0,0
2025-12-08,Chocolate,1100,49996.84,23.7,94,0,0,0
2025-12-09,Chocolate,1059,47907.72,25.8,86,0,0,0
2025-12-10,Chocolate,1143,50912.3,24.3,99,0,0,0
2025-12-11,Chocolate,1188,52155.56,23.7,96,0,0,0
2025-12-12,Chocolate,1218,54261.34,24.5,98,0,0,0
2025-12-13,Chocolate,1358,60680.77,26.2,120,0,0,0
2025-12-14,Chocolate,1365,61897.99,24.4,115,0,0,0
2025-12-15,Chocolate,1064,51300.94,25.3,93,0,0,0
2025-12-16,Chocolate,1203,54643.52,24.8,95,0,0,0
2025-12-17,Chocolate,1130,50562.55,26.1,97,0,0,0
2025-12-18,Chocolate,1349,64449.41,23.3,98,0,0,1
2025-12-19,Chocolate,1310,64333.13,25.6,89,0,0,1
2025-12-20,Chocolate,1637,71842.99,26.9,113,0,0,1
2025-12-21,Chocolate,1564,65987.92,23.7,115,0,0,1
2025-12-22,Chocolate,1313,59862.58,24.1,99,0,0,1
2025-12-23,Chocolate,1277,60611.66,24.1,102,0,0,1
2025-12-24,Chocolate,1348,64025.08,23.5,95,0,0,1
2025-12-25,Chocolate,1554,67537.47,26.6,101,0,1,1
2025-12-26,Chocolate,1262,57550.51,25.5,94,0,0,1
2025-12-27,Chocolate,1498,68075.97,24.7,119,0,0,1
2025-12-28,Chocolate,1634,76558.9,25.8,123,0,0,1
2025-12-29,Chocolate,1299,57649.09,25.5,100,0,0,1
2025-12-30,Chocolate,1296,55572.12,26.4,97,0,0,1
2025-12-31,Chocolate,1368,58279.88,23.4,96,0,0,1
2026-01-01,Chocolate,1263,57443.22,24.9,107,0,1,0
2026-01-02,Chocolate,1124,50190.43,28.1,103,0,0,0
2026-01-03,Chocolate,1275,55371.01,24.8,128,0,0,0
2026-01-04,Chocolate,1418,68962.55,25.8,112,0,0,0
2026-01-05,Chocolate,1034,46151.39,26.8,95,0,0,0
2026-01-06,Chocolate,1194,54437.76,27.1,98,0,0,0
2026-01-07,Chocolate,1144,52622.57,28.2,100,0,0,0
2026-01-08,Chocolate,1263,54141.47,27.9,105,0,0,0
2026-01-09,Chocolate,1093,50423.24,25.8,98,0,0,0
2026-01-10,Chocolate,1470,66610.07,28.6,124,0,0,0
2026-01-11,Chocolate,1477,69744.94,30.0,121,0,0,0
2026-01-12,Chocolate,1169,53837.76,28.5,100,0,0,0
2026-01-13,Chocolate,1337,56214.13,30.3,101,0,0,0
2026-01-14,Chocolate,1180,57319.43,28.5,102,0,0,0
2026-01-15,Chocolate,1223,51360.84,28.6,100,0,0,0
2026-01-16,Chocolate,1183,51764.16,27.6,106,0,0,0
2026-01-17,Chocolate,1543,68381.63,30.9,126,0,0,0
2026-01-18,Chocolate,1371,59547.16,28.7,117,0,0,0
2026-01-19,Chocolate,1118,50677.94,28.2,98,0,0,0
2026-01-20,Chocolate,1234,56078.08,29.6,109,0,0,0
2026-01-21,Chocolate,1299,59965.53,29.8,102,0,0,0
2026-01-22,Chocolate,1238,53170.08,30.0,102,0,0,0
2026-01-23,Chocolate,1156,52782.83,28.4,100,0,0,0
2026-01-24,Chocolate,1519,65998.78,31.5,117,0,0,0
2026-01-25,Chocolate,1490,65532.91,29.4,118,0,0,0
2026-01-26,Chocolate,1410,60799.26,31.4,102,0,1,0
2026-01-27,Chocolate,1303,63010.8,30.4,107,0,0,0
2026-01-28,Chocolate,1293,59095.98,32.3,102,0,0,0
2026-01-29,Chocolate,1283,58228.56,29.0,108,0,0,0
2026-01-30,Chocolate,1331,59669.31,31.4,111,0,0,0
2026-01-31,Chocolate,1548,69672.04,32.7,126,0,0,0
2026-02-01,Chocolate,1434,61212.12,30.9,124,0,0,0
2026-02-02,Chocolate,1208,55510.1,29.3,100,0,0,0
2026-02-03,Chocolate,1214,53789.35,30.5,105,0,0,0
2026-02-04,Chocolate,1276,57729.42,31.7,107,0,0,0
2026-02-05,Chocolate,1324,59234.91,34.3,104,0,0,0
2026-02-06,Chocolate,1297,55556.77,31.2,104,0,0,0
2026-02-07,Chocolate,1474,65078.16,29.7,122,0,0,0
2026-02-08,Chocolate,1572,70506.06,31.0,123,0,0,0
2026-02-09,Chocolate,1346,61328.6,32.0,103,0,0,0
2026-02-10,Chocolate,1381,61941.13,32.7,108,0,0,0
2026-02-11,Chocolate,1296,57098.38,31.9,109,0,0,0
2026-02-12,Chocolate,1278,57366.68,31.9,107,0,0,0
2026-02-13,Chocolate,1273,56984.6,31.6,97,0,0,0
2026-02-14,Chocolate,1488,65119.44,31.6,129,0,0,0
2026-02-15,Chocolate,1421,62857.98,28.0,122,0,0,0
2026-02-16,Chocolate,1377,61199.5,33.6,109,0,0,0
2026-02-17,Chocolate,1313,55704.85,33.6,106,0,0,0
2026-02-18,Chocolate,1461,65880.02,31.5,109,0,0,0
2026-02-19,Chocolate,1326,56160.18,31.1,101,0,0,0
2026-02-20,Chocolate,1390,62092.01,33.1,109,0,0,0
2026-02-21,Chocolate,1543,73717.78,33.2,125,0,0,0
2026-02-22,Chocolate,1424,66806.54,31.9,127,0,0,0
2026-02-23,Chocolate,1423,65227.15,34.7,106,0,0,0
2026-02-24,Chocolate,1285,56651.62,31.6,109,0,0,0
2026-02-25,Chocolate,1356,59527.91,34.4,110,0,0,0
2026-02-26,Chocolate,1280,58284.89,31.8,110,0,0,0
2026-02-27,Chocolate,1434,63875.43,33.9,106,0,0,0
2026-02-28,Chocolate,1621,71081.21,32.6,121,0,0,0
2026-03-01,Chocolate,1537,67760.71,33.5,125,0,0,0
2026-03-02,Chocolate,1346,61186.46,35.1,108,0,0,0
2026-03-03,Chocolate,1419,63044.84,32.9,121,0,0,0
2026-03-04,Chocolate,1388,66612.4,35.3,100,0,0,0
2026-03-05,Chocolate,1315,62044.04,33.0,100,0,0,0
2026-03-06,Chocolate,1327,58600.92,33.8,104,0,0,0
2026-03-07,Chocolate,1696,77480.09,33.8,131,0,0,0
2026-03-08,Chocolate,1564,67223.52,31.4,120,0,0,0
2026-03-09,Chocolate,1302,56589.62,33.1,109,0,0,0
2026-03-10,Chocolate,1440,66111.24,33.3,109,0,0,0
2026-03-11,Chocolate,1305,57724.96,33.6,104,0,0,0
2026-03-12,Chocolate,1271,55697.11,34.2,109,0,0,0
2026-03-13,Chocolate,1335,64792.53,35.4,108,0,0,0
2026-03-14,Chocolate,1642,72984.61,33.6,127,0,0,0
2026-03-15,Chocolate,1679,77625.05,32.6,134,0,0,0
2026-03-16,Chocolate,1463,63984.75,34.6,104,0,0,0
2026-03-17,Chocolate,1251,56892.27,34.2,101,0,0,0
2026-03-18,Chocolate,1365,65765.87,32.5,100,0,0,0
2026-03-19,Chocolate,1429,66207.8,35.9,107,0,0,0
2026-03-20,Chocolate,1422,64631.21,35.5,106,0,0,0
2026-03-21,Chocolate,1637,77053.18,34.7,125,0,0,0
2026-03-22,Chocolate,1781,79112.61,35.7,128,0,0,0
2026-03-23,Chocolate,1644,71039.34,36.3,110,0,0,0
2026-03-24,Chocolate,1400,67095.29,32.9,110,0,0,0
2026-03-25,Chocolate,1453,66920.78,32.9,112,0,0,0
2026-03-26,Chocolate,1455,66783.59,32.5,114,0,0,0
2026-03-27,Chocolate,1401,64391.61,34.3,109,0,0,0
2026-03-28,Chocolate,1560,68440.24,34.0,123,0,0,0
2026-03-29,Chocolate,1655,75718.27,34.3,126,0,0,0
2026-03-30,Chocolate,1382,61291.51,33.0,114,0,0,0
2026-03-31,Chocolate,1342,62364.9,34.7,101,0,0,0
2026-04-01,Chocolate,1446,64268.65,31.4,112,0,0,0
2026-04-02,Chocolate,1397,64683.42,34.4,112,0,0,0
2026-04-03,Chocolate,1325,60306.01,33.0,106,0,0,0
2026-04-04,Chocolate,1605,69618.38,35.7,125,0,0,0
2026-04-05,Chocolate,1705,75735.51,34.6,133,0,0,0
2026-04-06,Chocolate,1401,61030.8,35.1,107,0,0,0
2026-04-07,Chocolate,1459,64640.09,36.1,98,0,0,0
2026-04-08,Chocolate,1370,60252.46,33.4,115,0,0,0
2026-04-09,Chocolate,1378,58756.83,33.8,110,0,0,0
2026-04-10,Chocolate,1396,63764.58,32.6,113,0,0,0
2026-04-11,Chocolate,1719,76869.75,33.5,123,0,0,0
2026-04-12,Chocolate,1598,70484.44,33.2,130,0,0,0
2026-04-13,Chocolate,1418,68258.98,33.9,108,0,0,0
2026-04-14,Chocolate,1400,63079.55,34.4,98,0,0,0
2026-04-15,Chocolate,1405,63114.12,33.9,109,0,0,0
2026-04-16,Chocolate,1359,67318.98,34.7,106,0,0,0
2026-04-17,Chocolate,1292,58365.72,32.7,108,0,0,0
2026-04-18,Chocolate,1658,75783.89,32.3,124,0,0,0
2026-04-19,Chocolate,1741,75232.4,34.6,119,0,0,0
2026-04-20,Chocolate,1499,65532.57,36.0,112,0,0,0
2026-04-21,Chocolate,1401,62519.89,33.9,106,0,0,0
2026-04-22,Chocolate,1343,59458.37,30.5,112,0,0,0
2026-04-23,Chocolate,1333,55475.78,32.7,109,0,0,0
2026-04-24,Chocolate,1408,60935.63,34.1,110,0,0,0
2026-04-25,Chocolate,1556,68267.87,33.6,120,0,0,0
2026-04-26,Chocolate,1635,78368.88,34.7,124,0,0,0
2026-04-27,Chocolate,1391,61350.67,33.9,109,0,0,0
2026-04-28,Chocolate,1363,60968.7,30.0,111,0,0,0
2026-04-29,Chocolate,1309,57746.77,33.1,110,0,0,0
2026-04-30,Chocolate,1432,59708.62,31.5,114,0,0,0
2026-05-01,Chocolate,1556,66928.89,30.9,107,0,0,1
2026-05-02,Chocolate,2043,89814.32,36.0,126,0,0,1
2026-05-03,Chocolate,1929,88572.93,34.1,123,0,0,1
2026-05-04,Chocolate,1613,75684.24,30.5,113,0,0,1
2026-05-05,Chocolate,1515,68743.8,31.3,103,0,0,1
2026-05-06,Chocolate,1573,67796.47,33.0,105,0,0,1
2026-05-07,Chocolate,1587,75097.85,32.7,105,0,0,1
2026-05-08,Chocolate,1369,62107.65,32.6,112,0,0,0
2026-05-09,Chocolate,1675,75035.43,32.6,118,0,0,0
2026-05-10,Chocolate,1625,71012.05,33.7,121,0,0,0
2026-05-11,Chocolate,1448,68109.98,34.4,108,0,0,0
2026-05-12,Chocolate,1345,59121.47,34.2,109,0,0,0
2026-05-13,Chocolate,1365,58577.93,30.8,109,0,0,0
2026-05-14,Chocolate,1347,57270.32,32.0,100,0,0,0
2026-05-15,Chocolate,1510,69870.43,33.0,107,0,0,0
2026-05-16,Chocolate,1521,66249.12,31.5,127,0,0,0
2026-05-17,Chocolate,1583,68812.38,32.5,115,0,0,0
2026-05-18,Chocolate,1384,62320.12,32.1,101,0,0,0
2026-05-19,Chocolate,1370,61142.65,34.0,106,0,0,0
2026-05-20,Chocolate,1363,66383.27,29.7,107,0,0,0
2026-05-21,Chocolate,1307,59230.85,30.7,104,0,0,0
2026-05-22,Chocolate,1439,63423.25,32.2,105,0,0,0
2026-05-23,Chocolate,1638,72936.2,33.0,125,0,0,0
2026-05-24,Chocolate,1688,74060.45,35.0,120,0,0,0
2026-05-25,Chocolate,1389,63572.99,34.0,108,0,0,0
2026-05-26,Chocolate,1402,63908.71,31.6,103,0,0,0
2026-05-27,Chocolate,1386,62846.9,31.4,105,0,0,0
2026-05-28,Chocolate,1445,62748.21,31.1,102,0,0,0
2026-05-29,Chocolate,1463,63852.31,31.6,103,0,0,0
2026-05-30,Chocolate,1553,66686.48,29.7,118,0,0,0
2026-05-31,Chocolate,1538,68056.0,30.0,114,0,0,0
2026-06-01,Chocolate,1231,56866.56,28.4,108,0,0,0
2026-06-02,Chocolate,1383,60143.8,29.5,110,0,0,0
2026-06-03,Chocolate,1301,58214.53,29.0,106,0,0,0
2026-06-04,Chocolate,1374,63797.49,32.2,101,0,0,0
2026-06-05,Chocolate,1342,56889.76,31.4,103,0,0,0
2026-06-06,Chocolate,1514,68300.16,28.5,123,0,0,0
2026-06-07,Chocolate,1564,70822.72,31.5,117,0,0,0
2026-06-08,Chocolate,1376,62518.84,28.8,109,0,0,0
2026-06-09,Chocolate,1363,62083.98,32.4,97,0,0,0
2026-06-10,Chocolate,1231,56670.11,28.3,104,0,0,0
2026-06-11,Chocolate,1250,54437.26,31.1,104,0,0,0
2026-06-12,Chocolate,1178,55206.08,30.3,103,0,0,0
2026-06-13,Chocolate,1591,69978.05,29.5,117,0,0,0
2026-06-14,Chocolate,1620,76845.32,28.2,122,0,0,0
2026-06-15,Chocolate,1375,59282.47,29.6,104,0,0,0
2026-06-16,Chocolate,1338,59753.47,29.9,99,0,0,0
2026-06-17,Chocolate,1143,51741.71,29.6,103,0,0,0
2026-06-18,Chocolate,1324,62841.33,29.7,104,0,0,0
2026-06-19,Chocolate,1378,62759.48,29.1,104,0,0,0
2026-06-20,Chocolate,1422,65613.1,27.1,110,0,0,0
2026-06-21,Chocolate,1522,71430.65,27.8,123,0,0,0
2026-06-22,Chocolate,1319,62325.92,27.8,103,0,0,0
2026-06-23,Chocolate,1278,60473.48,25.6,99,0,0,0
2026-06-24,Chocolate,1336,61860.88,28.4,100,0,0,0
2026-06-25,Chocolate,1347,64434.67,27.4,102,0,0,0
2026-06-26,Chocolate,1304,59770.27,28.9,101,0,0,0
2026-06-27,Chocolate,1434,67319.97,27.5,120,0,0,0
2026-06-28,Chocolate,1451,69628.38,25.8,117,0,0,0
2026-06-29,Chocolate,1220,57935.78,26.8,98,0,0,0
2026-06-30,Chocolate,1370,62864.26,23.1,96,0,0,0
2026-07-01,Chocolate,1236,57188.72,25.5,100,0,0,0
2026-07-02,Chocolate,1301,60081.0,29.8,102,0,0,0
2026-07-03,Chocolate,1125,47983.85,25.9,96,0,0,0
2026-07-04,Chocolate,1444,62382.1,25.5,113,0,0,0
2026-07-05,Chocolate,1388,61199.45,22.0,113,0,0,0
2026-07-06,Chocolate,1350,60711.56,28.9,97,0,0,0
2026-07-07,Chocolate,1238,54289.22,26.4,96,0,0,0
2026-07-08,Chocolate,1198,55692.43,26.6,98,0,0,0
2026-07-09,Chocolate,1265,56765.95,26.9,97,0,0,0
2026-07-10,Chocolate,1186,51688.96,24.8,99,0,0,0
2026-07-11,Chocolate,1458,64090.78,23.5,115,0,0,0
2026-07-12,Chocolate,1639,75710.1,29.6,120,0,0,0
2026-07-13,Chocolate,1138,50448.46,28.5,95,0,0,0
2026-07-14,Chocolate,1272,59760.3,26.5,99,0,0,0
2026-07-15,Chocolate,1200,52028.29,26.1,101,0,0,0
2026-07-16,Chocolate,1248,54996.75,27.8,99,0,0,0
2026-07-17,Chocolate,1138,48648.78,24.3,95,0,0,0
2026-07-18,Chocolate,1487,67568.71,24.9,114,0,0,0
2026-07-19,Chocolate,1424,64851.1,25.4,113,0,0,0
2026-07-20,Chocolate,1306,58785.65,26.0,97,0,0,0
2026-07-21,Chocolate,1131,51350.27,26.0,96,0,0,0
2026-07-22,Chocolate,1271,56530.42,25.8,100,0,0,0
2026-07-23,Chocolate,1254,55374.95,23.4,99,0,0,0
2026-07-24,Chocolate,1202,57040.47,26.1,94,0,0,0
2026-07-25,Chocolate,1460,66039.0,25.7,114,0,0,0
2026-07-26,Chocolate,1415,62918.09,20.1,111,0,0,0
2026-07-27,Chocolate,1217,52834.25,24.5,101,0,0,0
2026-07-28,Chocolate,1209,53875.87,24.5,95,0,0,0
2026-07-29,Chocolate,1221,54938.24,27.3,88,0,0,0
2026-07-30,Chocolate,1281,57553.24,22.6,100,0,0,0
2026-07-31,Chocolate,1215,54532.17,23.3,96,0,0,0
2026-08-01,Chocolate,1479,63825.67,23.3,115,0,0,0
2026-08-02,Chocolate,1458,66157.46,21.9,107,0,0,0
2026-08-03,Chocolate,1310,57753.61,24.1,90,0,0,0
2026-08-04,Chocolate,1175,51912.1,23.5,99,0,0,0
2026-08-05,Chocolate,1276,60494.58,23.5,107,0,0,0
2026-08-06,Chocolate,1169,54463.28,24.9,97,0,0,0
2026-08-07,Chocolate,1254,51444.93,20.7,102,0,0,0
2026-08-08,Chocolate,1427,65745.47,22.4,116,0,0,0
2026-08-09,Chocolate,1410,63516.76,21.5,108,0,0,0
2026-08-10,Chocolate,1411,64157.82,22.2,100,0,0,1
2026-08-11,Chocolate,1343,60458.99,22.7,89,0,0,1
2026-08-12,Chocolate,1363,54975.61,25.5,97,0,0,1
2026-08-13,Chocolate,1509,65911.49,23.5,94,0,0,1
2026-08-14,Chocolate,1430,63436.05,22.8,98,0,0,1
2026-08-15,Chocolate,2094,97289.32,22.3,115,1,1,1
2026-08-16,Chocolate,1953,86113.73,21.5,107,1,0,1
2026-08-17,Chocolate,1349,59922.55,21.2,94,1,0,0
2026-08-18,Chocolate,1356,56224.87,22.0,94,1,0,0
2026-08-19,Chocolate,1379,59204.4,24.7,94,1,0,0
2026-08-20,Chocolate,1302,57445.91,21.1,91,0,0,0
2026-08-21,Chocolate,1190,53111.69,22.9,91,0,0,0
2026-08-22,Chocolate,1331,56007.21,23.6,104,0,0,0
2026-08-23,Chocolate,1328,58297.58,19.9,109,0,0,0
2026-08-24,Chocolate,1283,58511.71,18.5,90,0,0,0
2026-08-25,Chocolate,1122,48572.8,21.7,90,0,0,0
2026-08-26,Chocolate,1289,59224.29,21.3,97,0,0,0
2026-08-27,Chocolate,1207,53950.75,20.2,94,0,0,0
2026-08-28,Chocolate,1190,55712.97,24.3,86,0,0,0
2026-08-29,Chocolate,1396,62352.43,18.9,109,0,0,0
2026-08-30,Chocolate,1484,67911.64,18.7,114,0,0,0
2026-08-31,Chocolate,1175,52288.8,19.7,94,0,0,0
2026-09-01,Chocolate,1158,52423.24,24.2,93,0,0,0
2025-01-01,Strawberry,856,37093.51,25.0,95,0,1,0
2025-01-02,Strawberry,904,38285.86,28.5,102,0,0,0
2025-01-03,Strawberry,814,35476.11,26.4,101,0,0,0
2025-01-04,Strawberry,1022,47409.65,28.0,117,0,0,0
2025-01-05,Strawberry,1040,43471.1,27.2,123,0,0,0
2025-01-06,Strawberry,788,34565.28,25.9,97,0,0,0
2025-01-07,Strawberry,904,39171.66,28.6,106,0,0,0
2025-01-08,Strawberry,826,36570.65,24.7,101,0,0,0
2025-01-09,Strawberry,966,41109.95,31.1,106,0,0,0
2025-01-10,Strawberry,821,36740.32,27.3,101,0,0,0
2025-01-11,Strawberry,1080,47685.74,28.7,115,0,0,0
2025-01-12,Strawberry,994,45186.43,25.7,119,0,0,0
2025-01-13,Strawberry,888,37320.35,27.9,105,0,0,0
2025-01-14,Strawberry,918,40836.65,26.4,106,0,0,0
2025-01-15,Strawberry,961,40970.34,30.9,106,0,0,0
2025-01-16,Strawberry,911,39170.81,31.4,104,0,0,0
2025-01-17,Strawberry,914,38908.65,29.3,95,0,0,0
2025-01-18,Strawberry,1034,44322.03,29.6,118,0,0,0
2025-01-19,Strawberry,1128,50231.78,28.9,128,0,0,0
2025-01-20,Strawberry,959,41002.31,29.2,106,0,0,0
2025-01-21,Strawberry,936,44083.29,29.2,95,0,0,0
2025-01-22,Strawberry,913,38933.85,29.6,94,0,0,0
2025-01-23,Strawberry,906,39200.66,28.6,105,0,0,0
2025-01-24,Strawberry,872,36917.12,28.7,104,0,0,0
2025-01-25,Strawberry,1048,43889.96,29.3,123,0,0,0
2025-01-26,Strawberry,1168,50305.41,31.4,110,0,1,0
2025-01-27,Strawberry,976,41901.04,30.3,106,0,0,0
2025-01-28,Strawberry,846,39635.79,31.0,104,0,0,0
2025-01-29,Strawberry,907,40283.0,28.1,105,0,0,0
2025-01-30,Strawberry,839,36833.15,29.6,107,0,0,0
2025-01-31,Strawberry,924,42149.39,29.6,101,0,0,0
2025-02-01,Strawberry,1082,46159.1,30.0,125,0,0,0
2025-02-02,Strawberry,1039,46383.79,30.3,121,0,0,0
2025-02-03,Strawberry,838,37405.83,31.1,98,0,0,0
2025-02-04,Strawberry,953,40115.17,29.6,106,0,0,0
2025-02-05,Strawberry,933,40465.27,28.8,111,0,0,0
2025-02-06,Strawberry,851,38571.68,29.7,103,0,0,0
2025-02-07,Strawberry,910,38615.83,30.0,109,0,0,0
2025-02-08,Strawberry,1054,46107.04,30.6,112,0,0,0
2025-02-09,Strawberry,1160,52467.84,32.6,115,0,0,0
2025-02-10,Strawberry,1021,42670.79,33.3,105,0,0,0
2025-02-11,Strawberry,873,36939.94,32.6,102,0,0,0
2025-02-12,Strawberry,959,39594.85,31.6,102,0,0,0
2025-02-13,Strawberry,958,40644.16,28.5,111,0,0,0
2025-02-14,Strawberry,982,43426.33,31.8,110,0,0,0
2025-02-15,Strawberry,1138,50041.53,33.5,121,0,0,0
2025-02-16,Strawberry,1110,48897.29,31.6,122,0,0,0
2025-02-17,Strawberry,893,38999.68,30.5,109,0,0,0
2025-02-18,Strawberry,852,38626.58,31.7,107,0,0,0
2025-02-19,Strawberry,934,41027.57,31.2,111,0,0,0
