date,component_id,component_demand,current_inventory,supplier_lead_time_days,supplier_disruption,planned_production_units,scheduled_receipts,plant_maintenance,festival
2025-01-29,BRAKE_PAD_REAR,311.0,2438.0,14,0,910,0,0,0
2025-01-30,BRAKE_PAD_REAR,317.0,2121.0,14,0,952,0,0,0
2025-01-31,BRAKE_PAD_REAR,341.0,4320.0,14,0,895,2540,0,0
2025-02-01,BRAKE_PAD_REAR,371.0,3949.0,14,0,982,0,0,0
2025-02-02,BRAKE_PAD_REAR,385.0,3564.0,14,0,1062,0,0,0
2025-02-03,BRAKE_PAD_REAR,418.0,3146.0,14,0,1067,0,0,0
2025-02-04,BRAKE_PAD_REAR,418.0,2728.0,14,0,1184,0,0,0
2025-02-05,BRAKE_PAD_REAR,376.0,2352.0,14,0,1130,0,0,0
2025-02-06,BRAKE_PAD_REAR,370.0,1982.0,14,0,1055,0,0,0
2025-02-07,BRAKE_PAD_REAR,394.0,4320.0,14,0,1075,2732,0,0
2025-02-08,BRAKE_PAD_REAR,381.0,3939.0,14,0,1108,0,0,0
2025-02-09,BRAKE_PAD_REAR,387.0,3552.0,14,0,1055,0,0,0
2025-02-10,BRAKE_PAD_REAR,367.0,3185.0,14,0,1113,0,1,0
2025-02-11,BRAKE_PAD_REAR,339.0,2846.0,14,0,1141,0,1,0
2025-02-12,BRAKE_PAD_REAR,324.0,2522.0,14,0,1091,0,1,0
2025-02-13,BRAKE_PAD_REAR,387.0,2135.0,14,0,1056,0,0,0
2025-02-14,BRAKE_PAD_REAR,353.0,4320.0,14,0,965,2538,0,0
2025-02-15,BRAKE_PAD_REAR,350.0,3970.0,14,0,990,0,0,0
2025-02-16,BRAKE_PAD_REAR,347.0,3623.0,14,0,935,0,0,0
2025-02-17,BRAKE_PAD_REAR,326.0,3297.0,14,0,914,0,0,0
2025-02-18,BRAKE_PAD_REAR,324.0,2973.0,14,0,884,0,0,0
2025-02-19,BRAKE_PAD_REAR,333.0,2640.0,14,0,889,0,0,0
2025-02-20,BRAKE_PAD_REAR,316.0,2324.0,14,0,840,0,0,0
2025-02-21,BRAKE_PAD_REAR,313.0,2011.0,14,0,877,0,0,0
2025-02-22,BRAKE_PAD_REAR,311.0,4320.0,14,0,857,2620,0,0
2025-02-23,BRAKE_PAD_REAR,256.0,4064.0,14,0,760,0,0,0
2025-02-24,BRAKE_PAD_REAR,298.0,3766.0,14,0,871,0,0,0
2025-02-25,BRAKE_PAD_REAR,314.0,3452.0,14,0,774,0,0,0
2025-02-26,BRAKE_PAD_REAR,331.0,3121.0,14,0,878,0,0,0
2025-02-27,BRAKE_PAD_REAR,345.0,2776.0,14,0,913,0,0,0
2025-02-28,BRAKE_PAD_REAR,344.0,2432.0,14,0,963,0,0,0
2025-03-01,BRAKE_PAD_REAR,337.0,2095.0,14,0,952,0,0,0
2025-03-02,BRAKE_PAD_REAR,408.0,4320.0,14,0,1062,2633,0,0
2025-03-03,BRAKE_PAD_REAR,389.0,3931.0,14,0,1055,0,0,0
2025-03-04,BRAKE_PAD_REAR,361.0,3570.0,14,0,1028,0,0,0
2025-03-05,BRAKE_PAD_REAR,399.0,3171.0,14,0,1082,0,0,0
2025-03-06,BRAKE_PAD_REAR,385.0,2786.0,14,0,1055,0,0,0
2025-03-07,BRAKE_PAD_REAR,442.0,2344.0,14,0,1147,0,0,0
2025-03-08,BRAKE_PAD_REAR,413.0,1931.0,14,0,1183,0,0,0
2025-03-09,BRAKE_PAD_REAR,432.0,4320.0,14,0,1138,2821,0,0
2025-03-10,BRAKE_PAD_REAR,379.0,3941.0,14,0,1198,0,1,0
2025-03-11,BRAKE_PAD_REAR,370.0,3571.0,14,0,1184,0,1,0
2025-03-12,BRAKE_PAD_REAR,341.0,3230.0,19,1,1160,0,1,0
2025-03-13,BRAKE_PAD_REAR,375.0,2855.0,14,0,1078,0,0,0
2025-03-14,BRAKE_PAD_REAR,372.0,2483.0,14,0,1015,0,0,0
2025-03-15,BRAKE_PAD_REAR,355.0,2128.0,14,0,994,0,0,0
2025-03-16,BRAKE_PAD_REAR,350.0,4320.0,14,0,1040,2542,0,0
2025-03-17,BRAKE_PAD_REAR,365.0,3955.0,14,0,1026,0,0,0
2025-03-18,BRAKE_PAD_REAR,348.0,3607.0,14,0,953,0,0,0
2025-03-19,BRAKE_PAD_REAR,383.0,3224.0,14,0,1019,0,0,0
2025-03-20,BRAKE_PAD_REAR,246.0,2978.0,14,0,786,0,0,0
2025-03-21,BRAKE_PAD_REAR,387.0,2591.0,14,0,1010,0,0,0
2025-03-22,BRAKE_PAD_REAR,326.0,2265.0,14,0,924,0,0,0
2025-03-23,BRAKE_PAD_REAR,286.0,1979.0,14,0,815,0,0,0
2025-03-24,BRAKE_PAD_REAR,275.0,4320.0,14,0,810,2616,0,0
2025-03-25,BRAKE_PAD_REAR,289.0,4031.0,14,0,834,0,0,0
2025-03-26,BRAKE_PAD_REAR,296.0,3735.0,14,0,833,0,0,0
2025-03-27,BRAKE_PAD_REAR,315.0,3420.0,14,0,852,0,0,0
2025-03-28,BRAKE_PAD_REAR,306.0,3114.0,14,0,837,0,0,0
2025-03-29,BRAKE_PAD_REAR,322.0,2792.0,14,0,822,0,0,0
2025-03-30,BRAKE_PAD_REAR,328.0,2464.0,14,0,899,0,0,0
2025-03-31,BRAKE_PAD_REAR,315.0,2149.0,14,0,898,0,0,0
2025-04-01,BRAKE_PAD_REAR,387.0,4320.0,14,0,1081,2558,0,0
2025-04-02,BRAKE_PAD_REAR,399.0,3921.0,14,0,1095,0,0,0
2025-04-03,BRAKE_PAD_REAR,379.0,3542.0,14,0,1116,0,0,0
2025-04-04,BRAKE_PAD_REAR,372.0,3170.0,14,0,1015,0,0,0
2025-04-05,BRAKE_PAD_REAR,394.0,2776.0,14,0,1165,0,0,0
2025-04-06,BRAKE_PAD_REAR,374.0,2402.0,14,0,1012,0,0,0
2025-04-07,BRAKE_PAD_REAR,388.0,2014.0,14,0,1149,0,0,0
2025-04-08,BRAKE_PAD_REAR,411.0,4320.0,14,0,1109,2717,0,0
2025-04-09,BRAKE_PAD_REAR,391.0,3929.0,14,0,1111,0,0,0
2025-04-10,BRAKE_PAD_REAR,341.0,3588.0,14,0,1127,0,1,0
2025-04-11,BRAKE_PAD_REAR,332.0,3256.0,14,0,1070,0,1,0
2025-04-12,BRAKE_PAD_REAR,342.0,2914.0,14,0,1047,0,1,0
2025-04-13,BRAKE_PAD_REAR,385.0,2529.0,14,0,1095,0,0,0
2025-04-14,BRAKE_PAD_REAR,358.0,2171.0,14,0,978,0,0,0
2025-04-15,BRAKE_PAD_REAR,369.0,1802.0,14,0,986,0,0,0
2025-04-16,BRAKE_PAD_REAR,310.0,4320.0,14,0,910,2828,0,0
2025-04-17,BRAKE_PAD_REAR,406.0,3914.0,14,0,1047,0,0,0
2025-04-18,BRAKE_PAD_REAR,316.0,3598.0,14,0,939,0,0,0
2025-04-19,BRAKE_PAD_REAR,330.0,3268.0,14,0,929,0,0,0
2025-04-20,BRAKE_PAD_REAR,373.0,2895.0,14,0,969,0,0,0
2025-04-21,BRAKE_PAD_REAR,278.0,2617.0,14,0,791,0,0,0
2025-04-22,BRAKE_PAD_REAR,313.0,2304.0,14,0,893,0,0,0
2025-04-23,BRAKE_PAD_REAR,308.0,1996.0,14,0,892,0,0,0
2025-04-24,BRAKE_PAD_REAR,292.0,4320.0,14,0,816,2616,0,0
2025-04-25,BRAKE_PAD_REAR,332.0,3988.0,14,0,927,0,0,0
2025-04-26,BRAKE_PAD_REAR,313.0,3675.0,14,0,900,0,0,0
2025-04-27,BRAKE_PAD_REAR,329.0,3346.0,14,0,903,0,0,0
2025-04-28,BRAKE_PAD_REAR,346.0,3000.0,14,0,985,0,0,0
2025-04-29,BRAKE_PAD_REAR,327.0,2673.0,14,0,932,0,0,0
2025-04-30,BRAKE_PAD_REAR,382.0,2291.0,14,0,1045,0,0,0
2025-05-01,BRAKE_PAD_REAR,364.0,1927.0,14,0,1037,0,0,0
2025-05-02,BRAKE_PAD_REAR,361.0,4320.0,14,0,1027,2754,0,0
2025-05-03,BRAKE_PAD_REAR,370.0,3950.0,14,0,1008,0,0,0
2025-05-04,BRAKE_PAD_REAR,449.0,3501.0,14,0,1139,0,0,0
2025-05-05,BRAKE_PAD_REAR,429.0,3072.0,14,0,1167,0,0,0
2025-05-06,BRAKE_PAD_REAR,371.0,2701.0,14,0,1102,0,0,0
2025-05-07,BRAKE_PAD_REAR,405.0,2296.0,14,0,1128,0,0,0
2025-05-08,BRAKE_PAD_REAR,432.0,1864.0,14,0,1094,0,0,0
2025-05-09,BRAKE_PAD_REAR,428.0,4320.0,14,0,1165,2884,0,0
2025-05-10,BRAKE_PAD_REAR,333.0,3987.0,14,0,1252,0,1,0
2025-05-11,BRAKE_PAD_REAR,383.0,3604.0,14,0,1263,0,1,0
2025-05-12,BRAKE_PAD_REAR,328.0,3276.0,14,0,1055,0,1,0
2025-05-13,BRAKE_PAD_REAR,375.0,2901.0,14,0,985,0,0,0
2025-05-14,BRAKE_PAD_REAR,364.0,2537.0,14,0,1019,0,0,0
2025-05-15,BRAKE_PAD_REAR,344.0,2193.0,14,0,1014,0,0,0
2025-05-16,BRAKE_PAD_REAR,350.0,1843.0,14,0,1026,0,0,0
2025-05-17,BRAKE_PAD_REAR,315.0,4320.0,14,0,922,2792,0,0
2025-05-18,BRAKE_PAD_REAR,340.0,3980.0,14,0,948,0,0,0
2025-05-19,BRAKE_PAD_REAR,303.0,3677.0,14,0,851,0,0,0
2025-05-20,BRAKE_PAD_REAR,330.0,3347.0,14,0,881,0,0,0
2025-05-21,BRAKE_PAD_REAR,320.0,3027.0,14,0,872,0,0,0
2025-05-22,BRAKE_PAD_REAR,361.0,2666.0,14,0,961,0,0,0
2025-05-23,BRAKE_PAD_REAR,329.0,2337.0,14,0,857,0,0,0
2025-05-24,BRAKE_PAD_REAR,305.0,2032.0,14,0,858,0,0,0
2025-05-25,BRAKE_PAD_REAR,304.0,4320.0,14,0,809,2592,0,0
2025-05-26,BRAKE_PAD_REAR,299.0,4021.0,14,0,879,0,0,0
2025-05-27,BRAKE_PAD_REAR,281.0,3740.0,14,0,886,0,0,0
2025-05-28,BRAKE_PAD_REAR,287.0,3453.0,14,0,841,0,0,0
2025-05-29,BRAKE_PAD_REAR,341.0,3112.0,14,0,953,0,0,0
2025-05-30,BRAKE_PAD_REAR,372.0,2740.0,14,0,1039,0,0,0
2025-05-31,BRAKE_PAD_REAR,361.0,2379.0,14,0,997,0,0,0
2025-06-01,BRAKE_PAD_REAR,357.0,2022.0,14,0,1038,0,0,0
2025-06-02,BRAKE_PAD_REAR,426.0,4320.0,14,0,1116,2724,0,0
2025-06-03,BRAKE_PAD_REAR,386.0,3934.0,14,0,1113,0,0,0
2025-06-04,BRAKE_PAD_REAR,432.0,3502.0,14,0,1206,0,0,0
2025-06-05,BRAKE_PAD_REAR,412.0,3090.0,14,0,1137,0,0,0
2025-06-06,BRAKE_PAD_REAR,432.0,2658.0,14,0,1109,0,0,0
2025-06-07,BRAKE_PAD_REAR,387.0,2271.0,14,0,1144,0,0,0
2025-06-08,BRAKE_PAD_REAR,421.0,1850.0,14,0,1156,0,0,0
2025-06-09,BRAKE_PAD_REAR,363.0,4320.0,14,0,1062,2833,0,0
2025-06-10,BRAKE_PAD_REAR,377.0,3943.0,14,0,1132,0,1,0
2025-06-11,BRAKE_PAD_REAR,353.0,3590.0,14,0,1120,0,1,0
2025-06-12,BRAKE_PAD_REAR,361.0,3229.0,14,0,1159,0,1,0
2025-06-13,BRAKE_PAD_REAR,413.0,2816.0,14,0,1122,0,0,0
2025-06-14,BRAKE_PAD_REAR,386.0,2430.0,14,0,1015,0,0,0
2025-06-15,BRAKE_PAD_REAR,371.0,2059.0,14,0,1067,0,0,0
2025-06-16,BRAKE_PAD_REAR,316.0,4320.0,14,0,924,2577,0,0
2025-06-17,BRAKE_PAD_REAR,343.0,3977.0,14,0,980,0,0,0
2025-06-18,BRAKE_PAD_REAR,386.0,3591.0,14,0,990,0,0,0
2025-06-19,BRAKE_PAD_REAR,354.0,3237.0,14,0,904,0,0,0
2025-06-20,BRAKE_PAD_REAR,313.0,2924.0,14,0,919,0,0,0
2025-06-21,BRAKE_PAD_REAR,264.0,2660.0,14,0,779,0,0,0
2025-06-22,BRAKE_PAD_REAR,254.0,2406.0,14,0,788,0,0,0
2025-06-23,BRAKE_PAD_REAR,297.0,2109.0,14,0,802,0,0,0
2025-06-24,BRAKE_PAD_REAR,294.0,1815.0,14,0,838,0,0,0
2025-06-25,BRAKE_PAD_REAR,302.0,4320.0,14,0,867,2807,0,0
2025-06-26,BRAKE_PAD_REAR,328.0,3992.0,14,0,858,0,0,0
2025-06-27,BRAKE_PAD_REAR,321.0,3671.0,14,0,950,0,0,0
2025-06-28,BRAKE_PAD_REAR,317.0,3354.0,14,0,931,0,0,0
2025-06-29,BRAKE_PAD_REAR,344.0,3010.0,19,1,961,0,0,0
2025-06-30,BRAKE_PAD_REAR,360.0,2650.0,14,0,977,0,0,0
2025-07-01,BRAKE_PAD_REAR,402.0,2248.0,14,0,1073,0,0,0
2025-07-02,BRAKE_PAD_REAR,452.0,4320.0,14,0,1140,2524,0,0
2025-07-03,BRAKE_PAD_REAR,429.0,3891.0,14,0,1149,0,0,0
2025-07-04,BRAKE_PAD_REAR,404.0,3487.0,14,0,1147,0,0,0
2025-07-05,BRAKE_PAD_REAR,377.0,3110.0,14,0,1082,0,0,0
2025-07-06,BRAKE_PAD_REAR,429.0,2681.0,14,0,1168,0,0,0
2025-07-07,BRAKE_PAD_REAR,392.0,2289.0,14,0,1079,0,0,0
2025-07-08,BRAKE_PAD_REAR,410.0,1879.0,14,0,1157,0,0,0
2025-07-09,BRAKE_PAD_REAR,421.0,4320.0,14,0,1160,2862,0,0
2025-07-10,BRAKE_PAD_REAR,370.0,3950.0,14,0,1241,0,1,0
2025-07-11,BRAKE_PAD_REAR,340.0,3610.0,14,0,1205,0,1,0
2025-07-12,BRAKE_PAD_REAR,289.0,3321.0,14,0,1051,0,1,0
2025-07-13,BRAKE_PAD_REAR,397.0,2924.0,14,0,1043,0,0,0
2025-07-14,BRAKE_PAD_REAR,367.0,2557.0,14,0,1063,0,0,0
2025-07-15,BRAKE_PAD_REAR,383.0,2174.0,14,0,1044,0,0,0
2025-07-16,BRAKE_PAD_REAR,375.0,4320.0,14,0,990,2521,0,0
2025-07-17,BRAKE_PAD_REAR,359.0,3961.0,14,0,1028,0,0,0
2025-07-18,BRAKE_PAD_REAR,319.0,3642.0,14,0,904,0,0,0
2025-07-19,BRAKE_PAD_REAR,350.0,3292.0,14,0,921,0,0,0
2025-07-20,BRAKE_PAD_REAR,311.0,2981.0,14,0,889,0,0,0
2025-07-21,BRAKE_PAD_REAR,331.0,2650.0,19,1,829,0,0,0
2025-07-22,BRAKE_PAD_REAR,344.0,2306.0,14,0,949,0,0,0
2025-07-23,BRAKE_PAD_REAR,268.0,2038.0,14,0,783,0,0,0
2025-07-24,BRAKE_PAD_REAR,345.0,4320.0,14,0,939,2627,0,0
2025-07-25,BRAKE_PAD_REAR,309.0,4011.0,14,0,826,0,0,0
2025-07-26,BRAKE_PAD_REAR,352.0,3659.0,14,0,940,0,0,0
2025-07-27,BRAKE_PAD_REAR,334.0,3325.0,14,0,879,0,0,0
2025-07-28,BRAKE_PAD_REAR,339.0,2986.0,14,0,956,0,0,0
2025-07-29,BRAKE_PAD_REAR,350.0,2636.0,14,0,1020,0,0,0
2025-07-30,BRAKE_PAD_REAR,345.0,2291.0,14,0,1030,0,0,0
2025-07-31,BRAKE_PAD_REAR,392.0,1899.0,14,0,1099,0,0,0
2025-08-01,BRAKE_PAD_REAR,355.0,4320.0,14,0,1030,2776,0,0
2025-08-02,BRAKE_PAD_REAR,422.0,3898.0,14,0,1124,0,0,0
2025-08-03,BRAKE_PAD_REAR,355.0,3543.0,14,0,1081,0,0,0
2025-08-04,BRAKE_PAD_REAR,387.0,3156.0,14,0,1051,0,0,0
2025-08-05,BRAKE_PAD_REAR,428.0,2728.0,14,0,1160,0,0,0
2025-08-06,BRAKE_PAD_REAR,430.0,2298.0,14,0,1164,0,0,0
2025-08-07,BRAKE_PAD_REAR,408.0,1890.0,14,0,1101,0,0,0
2025-08-08,BRAKE_PAD_REAR,443.0,4320.0,14,0,1214,2873,0,0
2025-08-09,BRAKE_PAD_REAR,367.0,3953.0,14,0,1069,0,0,0
2025-08-10,BRAKE_PAD_REAR,337.0,3616.0,14,0,1128,0,1,0
2025-08-11,BRAKE_PAD_REAR,354.0,3262.0,14,0,1126,0,1,0
2025-08-12,BRAKE_PAD_REAR,298.0,2964.0,14,0,1020,0,1,0
2025-08-13,BRAKE_PAD_REAR,401.0,2563.0,14,0,1021,0,0,0
2025-08-14,BRAKE_PAD_REAR,380.0,2183.0,14,0,987,0,0,0
2025-08-15,BRAKE_PAD_REAR,349.0,1834.0,14,0,991,0,0,0
2025-08-16,BRAKE_PAD_REAR,322.0,4320.0,14,0,892,2808,0,0
2025-08-17,BRAKE_PAD_REAR,319.0,4001.0,14,0,825,0,0,0
2025-08-18,BRAKE_PAD_REAR,305.0,3696.0,14,0,896,0,0,0
2025-08-19,BRAKE_PAD_REAR,295.0,3401.0,14,0,824,0,0,0
2025-08-20,BRAKE_PAD_REAR,281.0,3120.0,14,0,773,0,0,0
2025-08-21,BRAKE_PAD_REAR,279.0,2841.0,14,0,828,0,0,0
2025-08-22,BRAKE_PAD_REAR,334.0,2507.0,14,0,905,0,0,0
2025-08-23,BRAKE_PAD_REAR,305.0,2202.0,14,0,870,0,0,0
2025-08-24,BRAKE_PAD_REAR,335.0,1867.0,14,0,860,0,0,0
2025-08-25,BRAKE_PAD_REAR,313.0,4320.0,14,0,827,2766,0,0
2025-08-26,BRAKE_PAD_REAR,348.0,3972.0,14,0,1006,0,0,0
2025-08-27,BRAKE_PAD_REAR,380.0,3592.0,14,0,1003,0,0,0
2025-08-28,BRAKE_PAD_REAR,373.0,3219.0,14,0,1008,0,0,0
2025-08-29,BRAKE_PAD_REAR,374.0,2845.0,14,0,1050,0,0,0
2025-08-30,BRAKE_PAD_REAR,347.0,2498.0,14,0,953,0,0,0
2025-08-31,BRAKE_PAD_REAR,368.0,2130.0,19,1,1015,0,0,0
2025-09-01,BRAKE_PAD_REAR,397.0,4320.0,14,0,1060,2587,0,0
2025-09-02,BRAKE_PAD_REAR,425.0,3895.0,14,0,1112,0,0,0
2025-09-03,BRAKE_PAD_REAR,363.0,3532.0,14,0,1131,0,0,0
2025-09-04,BRAKE_PAD_REAR,434.0,3098.0,14,0,1194,0,0,0
2025-09-05,BRAKE_PAD_REAR,433.0,2665.0,14,0,1192,0,0,0
2025-09-06,BRAKE_PAD_REAR,417.0,2248.0,14,0,1136,0,0,0
2025-09-07,BRAKE_PAD_REAR,463.0,4320.0,14,0,1213,2535,0,0
2025-09-08,BRAKE_PAD_REAR,457.0,3863.0,14,0,1149,0,0,0
2025-09-09,BRAKE_PAD_REAR,415.0,3448.0,14,0,1194,0,0,0
2025-09-10,BRAKE_PAD_REAR,362.0,3086.0,14,0,1198,0,1,0
2025-09-11,BRAKE_PAD_REAR,272.0,2814.0,19,1,953,0,1,0
2025-09-12,BRAKE_PAD_REAR,354.0,2460.0,14,0,1052,0,1,0
2025-09-13,BRAKE_PAD_REAR,352.0,2108.0,14,0,1028,0,0,0
2025-09-14,BRAKE_PAD_REAR,380.0,4320.0,14,0,1046,2592,0,0
2025-09-15,BRAKE_PAD_REAR,317.0,4003.0,14,0,907,0,0,0
2025-09-16,BRAKE_PAD_REAR,304.0,3699.0,14,0,866,0,0,0
2025-09-17,BRAKE_PAD_REAR,327.0,3372.0,14,0,894,0,0,0
2025-09-18,BRAKE_PAD_REAR,326.0,3046.0,14,0,928,0,0,0
2025-09-19,BRAKE_PAD_REAR,306.0,2740.0,14,0,893,0,0,0
2025-09-20,BRAKE_PAD_REAR,309.0,2431.0,14,0,898,0,0,0
2025-09-21,BRAKE_PAD_REAR,306.0,2125.0,14,0,875,0,0,0
2025-09-22,BRAKE_PAD_REAR,291.0,1834.0,14,0,829,0,0,0
2025-09-23,BRAKE_PAD_REAR,350.0,4320.0,14,0,925,2836,0,0
2025-09-24,BRAKE_PAD_REAR,299.0,4021.0,14,0,914,0,0,0
2025-09-25,BRAKE_PAD_REAR,298.0,3723.0,14,0,865,0,0,0
2025-09-26,BRAKE_PAD_REAR,395.0,3328.0,14,0,988,0,0,0
2025-09-27,BRAKE_PAD_REAR,364.0,2964.0,14,0,931,0,0,0
2025-09-28,BRAKE_PAD_REAR,378.0,2586.0,14,0,988,0,0,0
2025-09-29,BRAKE_PAD_REAR,359.0,2227.0,14,0,1028,0,0,0
2025-09-30,BRAKE_PAD_REAR,327.0,1900.0,14,0,943,0,0,0
2025-10-01,BRAKE_PAD_REAR,346.0,4320.0,14,0,1034,2766,0,0
2025-10-02,BRAKE_PAD_REAR,408.0,3912.0,14,0,1152,0,0,0
2025-10-03,BRAKE_PAD_REAR,419.0,3493.0,14,0,1127,0,0,0
2025-10-04,BRAKE_PAD_REAR,424.0,3069.0,14,0,1152,0,0,0
2025-10-05,BRAKE_PAD_REAR,419.0,2650.0,14,0,1117,0,0,0
2025-10-06,BRAKE_PAD_REAR,434.0,2216.0,14,0,1184,0,0,0
2025-10-07,BRAKE_PAD_REAR,424.0,4320.0,14,0,1206,2528,0,0
2025-10-08,BRAKE_PAD_REAR,374.0,3946.0,14,0,1055,0,0,0
2025-10-09,BRAKE_PAD_REAR,416.0,3530.0,14,0,1185,0,0,0
2025-10-10,BRAKE_PAD_REAR,323.0,3207.0,14,0,1057,0,1,0
2025-10-11,BRAKE_PAD_REAR,302.0,2905.0,14,0,997,0,1,0
2025-10-12,BRAKE_PAD_REAR,382.0,2523.0,14,0,1155,0,1,0
2025-10-13,BRAKE_PAD_REAR,378.0,2145.0,14,0,1070,0,0,0
2025-10-14,BRAKE_PAD_REAR,332.0,1813.0,14,0,923,0,0,0
2025-10-15,BRAKE_PAD_REAR,380.0,4320.0,14,0,940,2887,0,0
2025-10-16,BRAKE_PAD_REAR,312.0,4008.0,14,0,899,0,0,0
2025-10-17,BRAKE_PAD_REAR,315.0,3693.0,14,0,875,0,0,0
2025-10-18,BRAKE_PAD_REAR,317.0,3376.0,14,0,869,0,0,0
2025-10-19,BRAKE_PAD_REAR,326.0,3050.0,14,0,893,0,0,0
2025-10-20,BRAKE_PAD_REAR,332.0,2718.0,14,0,839,0,0,1
2025-10-21,BRAKE_PAD_REAR,326.0,2392.0,14,0,843,0,0,1
2025-10-22,BRAKE_PAD_REAR,324.0,2068.0,14,0,859,0,0,1
2025-10-23,BRAKE_PAD_REAR,385.0,4320.0,14,0,908,2637,0,1
2025-10-24,BRAKE_PAD_REAR,299.0,4021.0,14,0,858,0,0,1
2025-10-25,BRAKE_PAD_REAR,353.0,3668.0,14,0,953,0,0,1
2025-10-26,BRAKE_PAD_REAR,358.0,3310.0,14,0,956,0,0,1
2025-10-27,BRAKE_PAD_REAR,351.0,2959.0,14,0,945,0,0,1
2025-10-28,BRAKE_PAD_REAR,402.0,2557.0,14,0,997,0,0,1
2025-10-29,BRAKE_PAD_REAR,436.0,2121.0,14,0,1074,0,0,1
2025-10-30,BRAKE_PAD_REAR,384.0,4320.0,14,0,1030,2583,0,1
2025-10-31,BRAKE_PAD_REAR,401.0,3919.0,14,0,1107,0,0,0
2025-11-01,BRAKE_PAD_REAR,365.0,3554.0,19,1,1088,0,0,0
2025-11-02,BRAKE_PAD_REAR,414.0,3140.0,14,0,1202,0,0,0
2025-11-03,BRAKE_PAD_REAR,410.0,2730.0,14,0,1092,0,0,0
2025-11-04,BRAKE_PAD_REAR,391.0,2339.0,14,0,1092,0,0,0
2025-11-05,BRAKE_PAD_REAR,429.0,1910.0,14,0,1103,0,0,0
2025-11-06,BRAKE_PAD_REAR,403.0,4320.0,14,0,1073,2813,0,0
2025-11-07,BRAKE_PAD_REAR,428.0,3892.0,14,0,1141,0,0,0
2025-11-08,BRAKE_PAD_REAR,407.0,3485.0,14,0,1162,0,0,0
2025-11-09,BRAKE_PAD_REAR,360.0,3125.0,14,0,1065,0,0,0
2025-11-10,BRAKE_PAD_REAR,341.0,2784.0,14,0,1127,0,1,0
2025-11-11,BRAKE_PAD_REAR,356.0,2428.0,14,0,1049,0,1,0
2025-11-12,BRAKE_PAD_REAR,324.0,2104.0,14,0,1078,0,1,0
2025-11-13,BRAKE_PAD_REAR,390.0,4320.0,14,0,994,2606,0,0
2025-11-14,BRAKE_PAD_REAR,364.0,3956.0,14,0,1020,0,0,0
2025-11-15,BRAKE_PAD_REAR,311.0,3645.0,14,0,874,0,0,0
2025-11-16,BRAKE_PAD_REAR,290.0,3355.0,14,0,936,0,0,0
2025-11-17,BRAKE_PAD_REAR,273.0,3082.0,14,0,790,0,0,0
2025-11-18,BRAKE_PAD_REAR,290.0,2792.0,14,0,867,0,0,0
2025-11-19,BRAKE_PAD_REAR,279.0,2513.0,14,0,804,0,0,0
2025-11-20,BRAKE_PAD_REAR,278.0,2235.0,14,0,821,0,0,0
2025-11-21,BRAKE_PAD_REAR,317.0,1918.0,14,0,839,0,0,0
2025-11-22,BRAKE_PAD_REAR,290.0,4320.0,14,0,862,2692,0,0
2025-11-23,BRAKE_PAD_REAR,297.0,4023.0,14,0,886,0,0,0
2025-11-24,BRAKE_PAD_REAR,312.0,3711.0,14,0,908,0,0,0
2025-11-25,BRAKE_PAD_REAR,310.0,3401.0,14,0,933,0,0,0
2025-11-26,BRAKE_PAD_REAR,327.0,3074.0,14,0,929,0,0,0
2025-11-27,BRAKE_PAD_REAR,345.0,2729.0,14,0,989,0,0,0
2025-11-28,BRAKE_PAD_REAR,374.0,2355.0,14,0,1056,0,0,0
2025-11-29,BRAKE_PAD_REAR,394.0,1961.0,14,0,1076,0,0,0
2025-11-30,BRAKE_PAD_REAR,371.0,4320.0,14,0,1012,2730,0,0
2025-12-01,BRAKE_PAD_REAR,395.0,3925.0,14,0,1114,0,0,0
2025-12-02,BRAKE_PAD_REAR,429.0,3496.0,14,0,1099,0,0,0
2025-12-03,BRAKE_PAD_REAR,418.0,3078.0,14,0,1108,0,0,0
2025-12-04,BRAKE_PAD_REAR,426.0,2652.0,14,0,1145,0,0,0
2025-12-05,BRAKE_PAD_REAR,403.0,2249.0,14,0,1121,0,0,0
2025-12-06,BRAKE_PAD_REAR,378.0,1871.0,14,0,1082,0,0,0
2025-12-07,BRAKE_PAD_REAR,437.0,4320.0,14,0,1176,2886,0,0
2025-12-08,BRAKE_PAD_REAR,441.0,3879.0,14,0,1133,0,0,0
2025-12-09,BRAKE_PAD_REAR,407.0,3472.0,14,0,1109,0,0,0
2025-12-10,BRAKE_PAD_REAR,318.0,3154.0,14,0,1085,0,1,0
2025-12-11,BRAKE_PAD_REAR,330.0,2824.0,14,0,980,0,1,0
2025-12-12,BRAKE_PAD_REAR,275.0,2549.0,14,0,892,0,1,0
2025-12-13,BRAKE_PAD_REAR,393.0,2156.0,14,0,1019,0,0,0
2025-12-14,BRAKE_PAD_REAR,340.0,1816.0,14,0,949,0,0,0
2025-12-15,BRAKE_PAD_REAR,350.0,4320.0,14,0,938,2854,0,0
2025-12-16,BRAKE_PAD_REAR,299.0,4021.0,14,0,885,0,0,0
2025-12-17,BRAKE_PAD_REAR,271.0,3750.0,14,0,851,0,0,0
2025-12-18,BRAKE_PAD_REAR,283.0,3467.0,14,0,818,0,0,0
2025-12-19,BRAKE_PAD_REAR,341.0,3126.0,14,0,911,0,0,0
2025-12-20,BRAKE_PAD_REAR,360.0,2766.0,14,0,993,0,0,0
